id,title,price,brand,Combined_raiska,Combined_istrizaine,Combined_operacine
829,Televizorius UHD ANDROID TV DOLBY VISION TV TOSHIBA 43UA2363DG,269.99,,4K,50,Android
830,Televizorius Philips 50PUS8919/12 | 50 | Smart TV | UHD | Juodas,642.80,Philips,,"40""",
831,Finlux Televizorius LED 40 cali 40FHH5124,225.99,Finlux,4K,77'',
832,Televizorius PHILIPS OLED 77OLED819/12,2519.99,Philips,3840 x 2160,65,Android
833,"Philips The One 4K UHD LED televizorius 65 colių 65PUS8919/12 3 pusių Ambilight 3840x2160p HDR10+ 4xHDMI 2xUSB LAN WiFi, DVB-T/T2/T2-HD/C/S/S2, 20W",892.73,Philips,HD Ready,"32""",
834,Finlux Televizorius LED 32 cale 32FHH4124,142.99,Finlux,HD Ready,"32""",Android
835,Finlux Televizorius LED 32 cale 32FHH5124,159.99,Finlux,HD Ready,16,
836,"Televizorius Unispectra Travel/Home 16"" TV HD LED DVB-T/T2 TV, 16"" (~41 cm)",159,,HD Ready,19,
837,"Televizorius Unispectra 19"" Mini home/travel TV HD LED TV, 19"" (~47 cm) + Screen Mirroring",175,,"4K

3840 x 2160",,Android
838,Televizorius Elit QA-5524UHDTS2,419.99,Elit,"4K

3840 x 2160",,
839,Televizorius „ProCaster Q970H 65 4K QLED Google TV“.,465.99,Procaster,,75,Keturi televizoriai
840,"Televizorius TV PANASONIC 75"" MINILED",2509.99,Panasonic,1920 x 1080,49,
841,Televizorius Monitorius LG 49XS2E-B,3545.04,LG,4K,50,
842,"3T50 Manta MANTA 50"" 50LUS122T UHD televizorius, SmartTV",399.99,,"3840 x 2160

4K","65 65"" 40 - 43",webOS WebOS
843,"Televizorius|LG|65""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|65UT91003LA",731.41,LG,,,Tizenas
844,"Televizorius TV SAMSUNG 65"" SERIF",1635.99,Samsung,3840 x 2160,55,
845,"Mes Autorius Loewe WE. SEE By Loewe TV 55'', Srautinis televizorius, 4K Ult, LED HDR, Integruota garso juosta, Aqua Mėlyna",909.99,,4K,43,
846,Televizorius UD 43QGU7210S,289.99,UD,"4K

3840 x 2160",,
847,Televizorius LG UR78 43 4K LED TV,329.99,LG,HD Ready,24,
848,"„ProCaster LE-24F415H 24 HD Ready“ LED televizorius, 12 V",165.99,Procaster,HD Ready,24,
849,TELEFUNKEN 24HG6011 televizorius,128.90,Telefunken,"3840 x 2160

4K",75,
850,"Televizorius UD Televizorius 75"" UD 75QGU8210S 4K UltraHD, Q-LED, DVB-T/T2/C",895.99,UD,HD Ready,32,
851,"32 colių televizorius UD 32GW5210S HD, D-LED, DVB-T / T2 / C",149.99,UD,4K,50,webOS
852,Televizorius LG | 50UM662H0LC | Wi-Fi,498.42,LG,"4K

3840 x 2160",126 cm (50 colių),WebOS
853,Televizorius LG MPN,485.99,LG,"4K

3840 x 2160",139 cm (55 colių),WebOS
854,Televizorius LG MPN,1329.99,LG,"4K

3840 x 2160",164 cm (65 coliai),WebOS
855,Televizorius LG MPN,759.99,LG,1366 x 768,81 cm (32 coliai),Android
856,Televizorius Strong Strong SRT32HD5553 32'' HD paruoštas Android TV LED,209.99,Strong,3840 x 2160 (4K UHD) 3840 x 2160,"75 colių (190,5 cm) 75",Linux
857,Televizorius Philips 75PUS8008/12,949.99,Philips,"4K
3840 x 2160",139 cm (55 colių),Android
858,Televizorius Hyundai QLX55840GSMART,455.99,Hyundai,"3840 x 2160
4K",127 cm (50 colių),Android
859,Televizorius GoGEN TVU50X350GWEB,349.99,GoGen,"4K
3840 x 2160",139 cm (55 colių),Android
860,Televizorius Hyundai ULX55359GSMART,409.99,Hyundai,Full HD,32,
861,Televizorius LG 32LQ6300 32 Full HD Smart LED TV,229.99,LG,"4K

3840 x 2160",65,Tizenas
862,"televizorius Samsung 65""",1855.99,Samsung,,,
863,Televizorius Finlux 32FHDH5660 32'' TV med DVD-afspiller,339.99,Finlux,4K,"55 55""",Titan OS
864,"Philips Ambilight 55PUS8959 televizorius 139,7 cm (55 colių) LED 4K Ultra HD Dolby Atmos Titan OS antracitas",768.65,Philips,Full HD,"102 cm (40"")",Android
865,"Televizorius Strong Strong SRT 40FD5553 101,6 cm (40"") Full HD Smart TV Wi-Fi Juodas 220 cd/m²",309.99,Strong,"3840 x 2160
4K",139 cm (55 colių),Android
866,"Televizorius Strong Smart TV STRONG 55UD7553 4K Ultra HD 55"" HDR HDR10",555.99,Strong,"4K

3840 x 2160",216 cm (85 coliai),Google TV
867,"Televizorius Televizor TCL QLED 85T8B, 214 cm, Smart Google TV, 4K Ultra HD, 100Hz, Clasa F (Model 2024)",1555.99,TCL,"4K

3840 x 2160",108 cm (43 colių),WebOS
868,Televizorius LG MPN,445.99,LG,4K,164 cm (65 coliai),WebOS
869,Televizorius LG MPN,999.99,LG,3840 x 2160 (4K UHD) 3840 x 2160,65 colių (164 cm) 65,Android Android
870,Televizorius Thomson 65UA5S13 Smart TV,503.88,Thomson,Full HD,"102 cm (40"")",pritaikyta OS
871,Televizorius GoGEN TVF40M340STWEB,227.80,GoGen,4K,108 cm (43 colių),WebOS
872,"Televizorius Smart TV LG UR78 4K UHD 43""",339.99,LG,"4K
3840 x 2160","191 cm (75"")",Android
873,Televizorius JVC MPN,979.99,JVC,1366 x 768,81 cm (32 coliai),Android
874,Televizorius Orava MPN,199.99,Orava,"3840 x 2160
4K",125 cm (50 colių),WebOS
875,Televizorius Sencor 50US802TCSB LED 50'' 4K Ultra HD WebOS,459.99,Sencor,,,
876,Televizorius One For All WM4661 -varrellinen seinäteline 32 - 84 televisioille,69.99,One For All,Full HD,81 cm (32 coliai) 32,Android
877,Televizorius Orava LT-ANDR32 LED 32'' Full HD Android,215.99,Orava,4K,126 cm (50 colių),Android
878,"Televizorius CHiQ U50G7LX TV 50"", UHD, išmanusis, Android 11, Dolby Vision, be rėmelio",365.99,Chiq,4K,55,Android
879,SONY KD55X80LAEP LCD televizorius,862.05,,,,
880,"Televizorius Samsung GU43CU8589U, 109.2 cm (43""), 3840 x 2160 pikselių, Crystal, Smart TV, Wi-Fi, Baltas",805.93,Samsung,HD Ready,81 cm (32 coliai),pritaikyta OS
881,Televizorius GoGEN TVF32M340STWEB,199.99,GoGen,Full HD,40 40,Android
882,Televizorius Sharp 40FI2EA 40'' FHD Android TV,769.99,Sharp,,32,
883,"Televizorius ""Hisense 32A5KQ 80cm 32"""" Full HD Smart TV Fernseher""",265.99,Hisense,HD Ready,43,Ne
884,"Televizorius Televizija Philips 43HFL4014 / 12 LED 43 """" HD paruoštas",658.90,Philips,4K,85,VIDAA
885,"Televizorius Hisense Smart TV Hisense 85E7NQ 4K Ultra HD 85"" QLED",1559.99,Hisense,"4K
3840 x 2160",,
886,Philips 85 colių LED televizorius 85pml9019/12,3526.59,Philips,"4K
3840 x 2160",139 cm (55 colių),Android
887,Televizorius GoGEN TVQ55X852GWEB,429.99,GoGen,"4K
3840 x 2160",55,Android
888,"Televizorius TV Xiaomi MI P1E LED 55 ""4K Ultra HD Android",535.96,Xiaomi,4K,43,
889,Televizorius Samsung GU43DU7199UXZG 43'' UHD Smart TV LED,349.99,Samsung,3840 x 2160,75,
890,"Televizorius Sony FWD- 75X80L LED 75 ""'4K Ultra HD Google TV",2410.34,Sony,,24,Android
891,Televizorius Finlux 24FAMF9060 24 TV su 12 voltų ir Android TV,395.99,Finlux,"4K

3840 x 2160",,
892,Televizorius LG 50'' UT81 – 4K LED TV,465.99,LG,"3840 x 2160
4K",55,Android
893,"Televizorius Sony KD-55X75WL LED 55 ""4K Ultra HD Android",795.99,Sony,3840 x 2160,43,
894,"Televizorius Samsung Smart Signage BE43D-H 109,22cm(43"")",519.99,Samsung,4K,77,
895,"Televizorius TV Set|PANASONIC|77""|OLED/4K/Smart|3840x2160|Wireless LAN|Bluetooth|TX-77MZ2000E",3702.60,Panasonic,HD Ready,81 cm (32 coliai),
896,"Stiprus televizorius STRONG TV SRT32HF2003 HD 32"" LED",205.99,Strong,,,
897,"Televizorius TV Set|PHILIPS|32""|Smart/FHD|1920x1080|Wireless LAN|Bluetooth|Google TV|Baltas|32PFS6939/12",237.48,Philips,HD Ready,"60 cm (24"")",
898,Televizorius GoGEN TVH24P352T,131.59,GoGen,4K,"50""",
899,Televizorius Allview 50iPlay6200-U | 50 | Smart TV | UHD,287.81,AllView,"4K
3840 x 2160",,
900,Philips LED televizorius 50 colių 50pus8009/12,600.83,Philips,"3840 x 2160

4K",50,
901,"Televizorius|THOMSON|50""|4K/Smart|QLED|3840x2160|Belaidis LAN|Bluetooth|Google TV|Juodas|50QG6C14",403.70,Thomson,,32,
902,Televizorius Elit A-3223ST2,190.48,Elit,4K,65,Tizen
903,"Televizorius SAMSUNG 65"" HOTEL TV HG65BU800 UHD DVB-T2/C/S2",1319.99,,4K,"65""",Tizen
904,"Samsung Televizorius hotelowy 65 cali hau8000 uhd 3840x2160 dvb-t2cs2, bt audio, smart, lynk cloud 3y vietoje (hg65au800eexen)",1359.99,Samsung,4K,"43""",
905,"Samsung Televizorius hotelowy 43 cale HCU7000 UHD 3840x2160 DVB-T2CS2, BT Audio, Smart, LYNK CLOUD 3Y On-site (HG43CU700EUXEN)",539.10,Samsung,4K,75'',
906,"Samsung Televizorius hotelowy 75 cali HCU7000 UHD 3840x2160 DVB-T2CS2, BT Audio, Smart, LYNK CLOUD 3Y On-site (HG75CU700EUXEN)",1489.99,Samsung,"3840 x 2160

4K",65,VIDAA
907,LED televizorius Hisense 65U8KQ,1099.79,Hisense,1366 x 768,32,Ne
908,Philips 32HFL3014/12 LED 32 colių HD paruoštas televizorius,413.95,Philips,"4K

3840 x 2160",75,Android
909,Thomson 75QA2S13 Qled TV 75'' Android televizorius,858.98,Thomson,HD Ready,24,
910,Televizorius Manta 24LHN122T LED 24'' HD Ready,125.99,,4K,75,webOS
911,"Televizorius|LG|75""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|75NANO82T3B",875.09,LG,"3840 x 2160

4K",65,
912,Televizorius SAMSUNG 65inch Q60D 4K Smart TV 2024 QLED 60Hz MIRRORING 3xHDMI 2xUSB LAN DIG-OUT WIFI5 BT5.2 20w ARC HDR10+ DVB-T2CS2 VESA400x300,1259.99,Samsung,4K,50,
913,Televizorius SAMSUNG 50inch CU6905 Smart TV 4K 2024 PQI-2000 MIRRORING 3xHDMI 1xUSB LAN DIG-OUT WiFi5 BT HDR10+ VESA 200x200,599.99,Samsung,"3840 x 2160

4K",55,
914,Televizorius SAMSUNG 55inch DU8005 4K Smart TV 2024 LED 60Hz MIRRORING LED 3xHDMI 2xUSB LAN DIG-OUT WIFI5 BT5.2 ARC HDR10+ DVB-T2C VESA200x200,765.99,Samsung,"3840 x 2160

4K",50,
915,Televizorius LG 50UR762H3ZC 4K UHD HOSPITALITY TV WITH PRO:CENTRIC DIRECT,527.27,LG,"4K

3840 x 2160",43,
916,Televizorius LG 43UR81006LJ.AEU,565.99,LG,HD Ready,32 32'',VIDAA OS VIDAA U7
917,Televizorius Hisense 32A4N,185.99,Hisense,UHD 4K (3840 x 2160),85 214,Tizen
918,Televizorius SAMSUNG TV 85 colių LS03D QLED 4K The Frame 2024,3355.99,Samsung,4K,"55 55"" 40 - 43",Tizen Tizen™
919,SAMSUNG UE55DU8072UXXH 55 colių televizorius,441.97,Samsung,"3840 x 2160

4K",55,
920,"Televizorius|THOMSON|55""|4K/Smart|QLED|3840x2160|Belaidis LAN|Bluetooth|Google TV|Juodas|55QG6C14",489.99,Thomson,,,
921,Televizorius Extralink DVB-T2 TV dekoderis su USB ir HDMI jungtimis,34.99,Extralink,"4K
3840 x 2160","109 cm (43"")",Android
922,Televizorius GoGEN TVU43X350GWEB,311.80,GoGen,"4K
3840 x 2160",127 cm (50 colių),WebOS
923,Televizorius Sencor SLE 50Q870TCSB QLED 50'' 4K Ultra HD WebOS,455.99,Sencor,"4K
3840 x 2160","43 43""",webOS 23
924,"Televizorius TV LG 43""",341.85,LG,4K,"65 65""",VIDAA OS VIDAA U7.6
925,Televizorius HISENSE 65A6N 65 colių UHD Smart TV 60Hz 2xUSB,487.18,Hisense,UHD 4K (3840 x 2160),65 163,Tizen
926,"Televizorius|SAMSUNG|65""|OLED/4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Tizen|Juodas|QE65S95DATXXH",1839.30,Samsung,4K,108 cm (43 colių),Android
927,"Televizorius CHiQ U43G7LX TV 43"", UHD, išmanusis, Android, Dolby Vision, be rėmelio",285.99,Chiq,"3840 x 2160

4K",65,
928,"Televizorius Sony 65"" BRAVIA 7 QLED XR Mini-LED 4K ekranas su imtuvu, įskaitant 3 metų PrimeSupport - ES versija",2778.90,Sony,"4K

3840 x 2160","65 65""",Android Android
929,"Televizorius TV Set|JVC|65""|4K/Smart|QLED|3840x2160|Android TV|LT-65VAQ830P",576.73,JVC,Full HD,"109 cm (43"")",WebOS
930,Televizorius Sencor SLE 43FS802TCSB LED 43'' Full HD WebOS,299.99,Sencor,,,
931,"Philips 4K Ambilight televizorius | 65PUS8209/12 | 65"" | Smart TV | TITAN OS | UHD | Juodas",615.99,Philips,,,
932,"Televizorius Hisense UHD Smart TV | 85A6N | 85"" | Smart TV | VIDAA OS | UHD | Juodas",994.76,Hisense,4K,50,
933,"Televizorius TV Set|PANASONIC|50""|4K|3840x2160|Wireless LAN|Bluetooth|Juodas|TX-50MX600E",382.60,Panasonic,"4K

3840 x 2160","55""",Android
934,Sharp Televizorius QLED 55 cali 55EQ6EA UHD Android,719.99,Sharp,3840 x 2160,"43""",
935,Hisense Televizorius QLED 43 cale 43E7NQ,385.99,Hisense,"4K

3840 x 2160",43,
936,„Philips“ 43PUS8309 108 cm 43 colių 4K LED „Ambilight“ išmanusis televizorius,389.99,Philips,4K,55,Android
937,"Televizorius|TOSHIBA|55""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Android TV|Juodas|55UA2363DG",369.99,,3840 x 2160,65,Titan OS
938,Televizorius Philips 65PUS8079/12,563.12,Philips,4K,"48 48""",Titan OS
939,Philips OLED televizorius su Ambilight | 48OLED769/12 | 48 | Smart TV | TITAN OS | 4K UHD,839.99,Philips,,,
940,"Televizorius LG OLED42C47LA, OLED TV - 42 - juodas, UltraHD/4K, HDR, SmartTV, 120Hz panel",1275.99,LG,4K,65,
941,"Philips 4K UHD LED išmanusis televizorius 65 colių 65PUS7009/12 , 3840x2160p HDR10+ 3xHDMI 2xUSB LAN WiFi DVB-T/T2/T2-HD/C/S/S2, 20W",555.99,Philips,3840 x 2160,"65 65""",Titan OS
942,Philips Televizorius 65 cali MINI LED 65PML9019/12,1409.99,Philips,Full HD,"43""",VIDAA OS
943,Toshiba Televizorius led 43 cale 43lv3e63dg,272.28,Toshiba,1366 x 768,"32""",
944,"Kruger & Matz 32"" HD DVB-T2 H.265 HEVC televizorius",127.90,Kruger & Matz,"4K

3840 x 2160",85'',
945,Philips Televizorius 85 cali LED 85PML9019/12,2735.99,Philips,4K,"65 65""",VIDAA OS VIDAA U7.6
946,Televizorius HISENSE 65E7NQ 65 colių UHD QLED 60Hz 4xHDMI 2xUSB,561.62,Hisense,Full HD,32 32'',Titan OS
947,Televizorius Philips 32PFS6939/12,279.99,Philips,,100,
948,Televizorius One For All WM4662 -varrellinen seinäteline 32-100” televisiolle,66.99,One For All,4K,43,Android
949,ProCaster 43SL901H 43 4K Android LED televizorius,269.99,Procaster,4K,75,VIDAA
950,"Televizorius TV HISENSE 75"" MiniLED",1585.99,Hisense,4K 3840 x 2160 (4K Ultra HD),43,WebOS
951,Televizorius LG 43UT782H9ZA 43” 3840x2160/350cd/m2/ HDMI CI lizdas RF RJ45 | LG,772.73,LG,4K,"65 65""",VIDAA OS VIDAA U7.6
952,"Televizorius TV HISENSE 65"" 65E7NQ PRO QLED 144Hz 4K VIDAA Dolby Atmos Dolby Vision",829.99,Hisense,4K,"191 cm (75"")",Tizenas
953,Televizorius Samsung QE75Q67CAUXXH,1635.99,Samsung,"4K

3840 x 2160",43,
954,Televizorius LG 43'' UT73 – 4K LED TV,319.99,LG,4K,216 cm (85 coliai),Google TV
955,"Televizorius TV TCL 85P745 LED 85 ""4K Ultra HD Google TV",1589.99,TCL,4K,43,VIDAA OS
956,JVC LT43VD3300 4K VIDAA televizorius,289.99,JVC,4K,"55 55""",VIDAA OS VIDAA U7.6
957,"Televizorius TV HISENSE 55"" 55E7NQ PRO QLED 144Hz 4K VIDAA Dolby Atmos Dolby Vision",609.99,Hisense,"3840 x 2160

4K",50,webOS
958,"Televizorius TV Set|LG|50""|4K/Smart|3840x2160|webOS|50QNED80T3A",486.85,LG,"4K

3840 x 2160",58,
959,"Televizorius TV Set|DAHUA|58""|4K/Smart|3840x2160|Wireless LAN|Bluetooth|Android TV|Juodas|DHI-LTV58-SD400",339.99,Dahua,Full HD,,
960,Samsung LS03C 32 Frame Full HD QLED televizorius,425.99,Samsung,4K,86,
961,"Televizorius LG 86UR78006LB 218cm 86"" 4K LED Smart TV Fernseher",1889.99,LG,4K,75,Google TV
962,TCL 75 C855 – 4K QD mini LED „Google“ televizorius,1645.99,TCL,"4K

3840 x 2160",55,
963,Televizorius LG 55'' NANO 81 – 4K TV (2024),515.99,LG,"3840 x 2160
4K",50,
964,"50 colių UD televizorius 50QGU7210S 4K Ultra HD, Q-LED, DVB-T / T2 / C",355.79,UD,1024 x 600,10,Android
965,Nvox 10 colių nešiojamas LED turistinis automobilinis televizorius + Xiaomi Mi Stick Smart,124.99,Nvox,,,
966,ProCaster LE-32SL502WH 32 HD paruoštas Android LED televizorius,159.99,Procaster,"4K

3840 x 2160",43,Tizen
967,Televizorius Samsung CU7025 43 4K LED TV,329.99,Samsung,,,
968,Televizorius Sharp PAŽEISTA PAKUOTĖ,106.99,Sharp,"4K
3840 x 2160","109 cm (43"")",pritaikyta OS
969,Televizorius JVC MPN,289.99,JVC,4K,8949,
970,„Philips The One 55 PUS8949“ – 4K LED „Ambilight“ televizorius,689.99,Philips,"4K
3840 x 2160",139 cm (55 colių),Android
971,Televizorius JVC MPN,429.99,JVC,"3840 x 2160
4K",108 cm (43 colių),Android
972,Televizorius GoGEN TVQ43X852GWEB,348.90,GoGen,"3840 x 2160
4K",138 cm (55 coliai),Google TV
973,"Televizorius Strong Strong SRT 55UF8733 139,7 cm (55"") 4K Ultra HD Smart TV Wi-Fi Metaliczny, Sidabrinė 350 cd/m²",655.99,Strong,"4K

3840 x 2160",164 cm (65 coliai),WebOS
974,Televizorius LG MPN,759.99,LG,,,
975,Televizorius Allview 43iPlay6200-U | 43 | Smart TV | VIDAA OS | UHD,227.56,AllView,"4K

3840 x 2160",138 cm (55 coliai),Google TV
976,Televizorius TCL MPN,425.99,TCL,"4K

3840 x 2160",217 cm (86 colių),WebOS
977,"Televizorius LG 86QNED85T6C (218 cm (86 col.), juodas, UltraHD/4K, HDR10, Triple-Imtuvas, KI Prozessor, 120Hz Panel)",2385.99,LG,,,
978,"Televizorius CHiQ CSD46D4RE mini baras, 46 litrai, 2 skyriai, nuo 0 °C iki +10 °C, 39 dB, raudona",134.99,Chiq,1366 x 768,"60 cm (24"")",Linux
979,"Televizorius Strong Smart TV STRONG 24"" HD LED LCD",175.99,Strong,4K,85,VIDAA
980,"Hisense QLED Smart TV | 85E7NQ | 85"" | Smart TV | VIDAA OS | UHD | Juodas",1230.47,Hisense,,,
981,"Televizorius Coreparts Lempa MicroLamp į Hitachi, 220W (ML10207)",83.99,,4K,43,
982,"Televizorius SAMSUNG 43"" CU6905 Smart TV 4K 2024 PQI-2000 MIRRORING 3xHDMI 1xUSB LAN DIG-OUT WiFi5 BT HDR10+ VESA 200x200",539.99,Samsung,4K,"248 cm (98"")",Google TV
983,TCL 98 C855 – 4K QD mini LED „Google“ televizorius,3678.87,TCL,"3840 x 2160

4K",65,Android
984,"Televizorius Sharp 65"" 4K Frameless Android TV The 65FN7EA is a 4K Ultra",1439.99,Sharp,"3840 x 2160

4K",127 cm (50 colių),WebOS
985,Televizorius LG MPN,808.30,LG,,,
986,"Televizorius Panasonic TX-50MX700E, 127 cm (50""), 3840 x 2160 pikselių, LED, Smart TV, Wi-Fi, Juodas",799.99,Panasonic,"3840 x 2160

4K",75,
987,Televizorius Sharp 75GP7265E | 75 | Smart TV | Google TV | UHD,914.62,Sharp,"4K

3840 x 2160",,
988,"Televizorius 65"" Samsung The Frame QE65LS03D (2024)",2719.99,Samsung,3840 x 2160 (4K UHD) 4K,50 colių (126 cm) 50,Tizen Tizenas
989,Televizorius SAMSUNG HG50AU800EEXEN 50 colių UHD Tizen 6 20W garsiakalbiai DVB-T2/C/S2 imtuvas WiFi IPTV Bluetooth H.Naršyklė LYNK Cloud Energy Rating,819.99,Samsung,"3840 x 2160

4K",50,webOS
990,"Televizorius|LG|50""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|50UT91003LA",535.95,LG,HD Ready,"32""",
991,Televizorius Metz 32MTC1000Z LED 32'' HD Ready,205.99,Metz,3840 x 2160,65,
992,"Televizorius Sony FWD- 65X80L LED 65 ""'4K Ultra HD Google TV",1742.11,Sony,3840x2160,"43"" 43""",
993,"Televizorius Kivi 43', UHD, Android TV 11, Baltas, 3840x2160, 60 Hz, Sound 2x12W, 53 kWh/1000h , BT5.1, HDMI jungtys 4, 24 months",285.99,Kivi,4K,"75 75""",VIDAA U7.6
994,Hisense 75E7NQ,915.41,Hisense,"3840 x 2160
4K",127 cm (50 colių),Google TV
995,Televizorius Sharp MPN,1199.99,Sharp,"3840 x 2160

4K",,
996,"Televizorius Philips 4K UHD LED Smart TV 55"" 55PUS8319/12 3-sided Ambilight 3840x2160p HDR10+ 4xHDMI 2xUSB LAN WiFi DVB-T/T2/T2-HD/C/S/S2, 20W/Damaged package",575.99,Philips,1280 x 720,24,
997,"TV 24"" UD 24DW4210 HD, D-LED, DVB-T/T2/C",102.67,UD,4K,64,Android
998,"Televizorius TV Set|DAHUA|65""|4K/Smart|3840x2160|Wireless LAN|Bluetooth|Android TV|Juodas|DHI-LTV65-SD400",413.90,Dahua,HD Ready,"60 cm (24"")",Android
999,Televizorius GoGEN TVH24A336,164.80,GoGen,4K,"50 50""",Android Android TV
1000,"Televizorius|PANASONIC|50""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Android TV|TX-50LX650E",414.92,Panasonic,"4K

3840 x 2160",50,Android
1001,"Televizorius|TCL|50""|4K/Smart|QLED|3840x2160|2 GB|Belaidis LAN|Bluetooth|Google TV|50C645 (ekspozicinė prekė) (Pažeista pakuotė)",405,Google,4K,75,
1002,Televizorius Samsung GU75DU7199UXZG 75'' UHD Smart TV LED,725.99,Samsung,4K,55,Neturi
1003,Televizorius Elit Q-5522UHDTS2 QLED,420.31,,HD Ready,32,Tizen
1004,"Televizorius Samsung UE32T4305 LED 32 ""HD Ready Tizen",429.99,Samsung,"4K

3840 x 2160",214 cm (85 colių),Google TV
1005,Televizorius TCL MPN,2045.61,TCL,4K,"50""",Tizen
1006,"Samsung Televizorius hotelowy 50 cali HCU7000 UHD 3840x2160 DVB-T2CS2, BT Audio, Smart, LYNK CLOUD 3Y On-site (HG50CU700EUXEN)",590.32,Samsung,4K,75'',Tizen
1007,"Samsung Televizorius hotelowy 75 cali HBU8000 UHD 3840x2160 DVB-T2CS2, BT Audio, Smart, LYNK CLOUD, Netflix 3Y On-site (HG75BU800EUXEN)",1789.99,Samsung,4K,"65""",
1008,"Televizorius Samsung HG65CU700EUXEN telewizor hotelowy 165,1 cm (65"") 4K Ultra HD Smart TV Juodas 20 W",799.99,Samsung,4K,70,Android
1009,„Philips“ 70BFL2214 – 70 colių įstrižainės klasės B-Line Professional serijos LED televizorius su foniniu apšvietimu – skaitmeniniai ženklai – Išmanusis televizorius – „Android“ televizorius – 4K UHD (2160p) 3840 x 2160 – antracito pilkas,870.46,Philips,"3840 x 2160

4K",55,
1010,Televizorius SAMSUNG 55inch Q60D 4K Smart TV 2024 QLED 60Hz MIRRORING 3xHDMI 2xUSB LAN DIG-OUT WIFI5 BT5.2 20w ARC HDR10+ DVB-T2CS2 VESA200x200,919.99,Samsung,4K,85,
1011,Televizorius SAMSUNG 85inch DU8005 4K Smart TV 2024 LED MIRRORING LED 120Hz 3xHDMI 2xUSB LAN DIG-OUT WIFI5 BT5.2 ARC HDR10+ DVB-T2C VESA600x400,1889.99,Samsung,UHD 3840 x 2160,65 65,„Google TV“ / „Android 12“.
1012,"Televizorius THOMSON 65"" UHD GOOGLE SMART TV",579.99,Thomson,"4K
3840 x 2160",139 cm (55 colių),Google TV
1013,Televizorius TCL MPN,819.99,TCL,4K,75,
1014,"Televizorius TV Set|LG|75""|4K/Smart|3840x2160|Wireless LAN|Bluetooth|webOS|75UT80003LA",722.75,LG,UHD 3840 x 2160,55 55,„Google TV“ / „Android 12“.
1015,"Televizorius|THOMSON|55""|4K/Smart|QLED|3840x2160|Belaidis LAN|Bluetooth|Google TV|Juodas|55QG7C14",500.91,Thomson,UHD 4K (3840 x 2160),55 139,webOS
1016,"Televizorius|LG|55""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|55UT91003LA",479.99,LG,4K,39,
1017,Televizorius LG OLED77M39LA 77inch UHD OLED 3xUSB,4373.99,LG,,81 cm (32 coliai),pritaikyta OS
1018,Televizorius JVC MPN,155.99,JVC,1366 x 768,"60 cm (24"")",pritaikyta OS
1019,Televizorius Hyundai HLP24T329,128.99,Hyundai,"4K

3840 x 2160",139 cm (55 colių),WebOS
1020,Televizorius LG MPN,625.99,LG,"3840 x 2160

4K",,
1021,Philips QLED 4K Ambilight televizorius | 55PUS8209/12 | 55 | Smart TV | TITAN OS | UHD | Juodas,453.45,Philips,4K,,
1022,Televizorius TCL P745 98 4K LED Google TV,2439.48,TCL,4K,55,
1023,"Televizorius|PANASONIC|55""|OLED/4K/Smart|3840x2160|Belaidis LAN|Bluetooth|TX-55MZ2000E",2118.61,Panasonic,"3840 x 2160

4K",,
1024,"Televizorius Sharp 55GP7265E | 55"" | Smart TV | Google TV | 4K Ultra HD",479.99,Sharp,"3840 x 2160

4K",65,
1025,Televizorius UD 65QGU7210S,539.99,UD,UHD 4K (3840 x 2160),75 189,Tizen
1026,Televizorius Samsung UE75DU8072UXXH,792.23,Samsung,"4K
3840 x 2160","109 cm (43"")",WebOS
1027,Televizorius Sencor SLE 43Q870TCSB QLED 43'' 4K Ultra HD WebOS,409.99,Sencor,1366 x 768 (HD paruoštas) HD Ready,32 colių (81 cm) 32,Be SMART palaikymo
1028,Televizorius Orava LT-847,155.99,Orava,3840 x 2160,65,Android
1029,PHILIPS 65BFL2214 65 colių UHD 350 NITS 16/7 DVB-T/T2/C ANDROID televizorius,909.99,,"4K

3840 x 2160","55 55"" 40 - 43",webOS WebOS
1030,Televizorius LG AI UT81 4K TV | 55UT81003LA | 55 | Smart TV | webOS24 | UHD | Juodas,382.94,LG,"4K

3840 x 2160","50 50""",Android Android
1031,"Televizorius|JVC|50""|4K/Smart|QLED|3840x2160|Belaidis LAN|Bluetooth|Android TV|LT-50VAQ330P",362.83,JVC,3840 x 2160,"75 75"" 40 - 43",webOS WebOS
1032,Televizorius LG LED LCD TV | 75UT81003LA | 75 | Smart TV | webOS24 | 4K UHD,697.32,LG,4K,"86 86"" 40 - 43",webOS WebOS
1033,Televizorius LG AI UT81 4K TV | 86UT81003LA | 86 | Smart TV | webOS24 | UHD | Juodas,1197.12,LG,4K,,
1034,Televizorius Samsung Q70C 55 4K QLED TV,769.99,Samsung,4K,,
1035,Televizorius Samsung CU7172 43 4K LED TV,341.90,Samsung,,,
1036,Televizorius TCL 75 NXTFrame – 4K QLED Google TV,1579.99,TCL,"4K
3840 x 2160",164 cm (65 coliai),Android
