id,price,brand,brandI,Amortizatoriai galiniai:,Balnelis:,Diskiniai stabdžiai:,Dviračių tipai:,Galinis permetėjas:,Kategorija:,Licencijos (filmukų herojai):,Padangos:,Pakuotė:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pardavėjas:,Pavarų perjungimo rankenėlė:,Pavarų skaičius:,Pedalai:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinis permetėjas:,Ratlankiai:,Ratų skersmuo:,Rekomend. amžius nuo:,Rekomenduojamas ūgis:,Rėmas:,Rėmo dydis:,Rūšis:,Skirta:,Stabdžių sistema:,Svoris:,Visos šio ženklo prekės:,Šakė:
54,128.99,Heart,"Vaikiškas dviratis Heart Bike 16"", rožinis",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"0,94 x 0,22 x 0,48 m, 13 kg",,Sun baby,Nenurodyta,Nenurodyta,,81128415,1 vnt.,Heart,Nenurodyta,Plieniniai,"12 """,,105-115 cm,Plieninis,12 cm,"Heart, vaikiški dviračiai",Universalus,V-Brake,9.5 kg,Visos Heart prekės,Nenurodyta
55,199.0,,"Sulankstomas miesto dviratis Uniwersal 20"" klaretas 2025, juodas",Nėra,,Ne,"Miesto, 					            Sulankstomi",Nėra,Dviračiai,,,,"0,8 x 0,2 x 0,8 m, 13 kg",,,Nenurodyta,Nenurodyta,Plastic,92542832,1 vnt.,Nenurodyta,Nėra,20,"20 """,,140-190 cm,Plieninis,14 cm,"Nenurodyta, miesto dviračiai,                                                                                             Nenurodyta, sulankstomi dviračiai","Berniukams, 					            Mergaitėms, 					            Moterims, 					            Universalus, 					            Vyrams","Priekiniai – V-tipo, galiniai – pedalų",- kg,Visos Nenurodyta prekės,Kieta
56,104.0,Bimbo bike,"Dviratukas vaikams Bimbo Bike 14"", baltas",Yra,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1,6 x 0,52 x 0,5 m, 9 kg",,Pigu.lt,1,1,,26318100,1 vnt.,Bimbo bike,Nenurodyta,14,"10 "", 					            14 """,,95-110 cm,Plieninis,10 cm,"Bimbo bike, vaikiški dviračiai",Universalus,Nenurodyta,9 kg,Visos Bimbo bike prekės,Nenurodyta
57,469.0,Discovery,"Dviratis MTB Kelly Disc 26"", raudonas",Nėra,,,Kalnų,SHIMANO,Dviračiai,,,,"1,4 x 0,2 x 0,8 m, 17,1 kg",,DaviBikes,Ltwoo,21,,85818292,1 vnt.,Discovery,Nenurodyta,Aliuminiai,"26 """,,145-165 cm,Plieninis,16 cm,"Discovery, kalnų dviračiai","Mergaitėms, 					            Moterims",Diskiniai mechaniniai,17 kg,Visos Discovery prekės,Amortizuojanti
58,126.0,,"Vaikiškas dviratis Schumacher Kid Smart 16"", pilkas",Nenurodyta,,,"Miesto, 					            Vaikiški",Nėra,Dviračiai,,,,"0,91 x 0,21 x 0,45 m, 13 kg",,Vaikutis,Nenurodyta,Nenurodyta,,86266900,1 vnt.,Nenurodyta,Nenurodyta,Plieniniai,"16 """,,110-120 cm,Plieninis,16 cm,"Nenurodyta, miesto dviračiai,                                                                                             Nenurodyta, vaikiški dviračiai","Berniukams, 					            Mergaitėms, 					            Universalus","Priekiniai - U-tipo, galiniai - pedalų",12 kg,Visos Nenurodyta prekės,Kieta
59,325.38,,KROSS Lea 2.0 kalnų dviratis moteriškas - XS dydis,,,,,,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,,,93290403,1 vnt.,,,,,,,,,,,,,,
60,341.0,Devron,"Kalnų dviratis Devron Riddle RW1.9, 27.5"", raudonas",Nenurodyta,,,Kalnų,Shimano Tourney RD-TX800,Dviračiai,,,,"1,86 x 2,3 x 1,04 m, 21,7 kg",,Pigu.lt,Shimano Altus SL-M315,Nenurodyta,,83694225,1 vnt.,Devron,Nenurodyta,27.5,"27.5 """,,160-180 cm,Aliuminis,16 cm,"Devron, kalnų dviračiai",Moterims,Diskiniai hidrauliniai,16.6 kg,Visos Devron prekės,"RST Blaze, MLO, 100 mm, PM diskas"
61,270.0,DHS,"Kalnų dviratis DHS 2922 29"", violetinis",Nėra,WWD 2703-1,Ne,Kalnų,RD-TY300D,Dviračiai,,29,,"1,8 x 0,182 x 0,976 m, 20,25 kg",,Pigu.lt,Shimano ST-EF500 3 pavarų / Shimano ST-EF500 7 pavarų,21,FP-806,52047324,1 vnt.,DHS,Nenurodyta,Aliumininiai,"29 """,,"160-170 cm, 					            170-180 cm, 					            180-190 cm",Aliuminis,18 cm,"DHS, kalnų dviračiai","Moterims, 					            Universalus",V-tipo,15.4 kg,Visos DHS prekės,Amortizuojanti
62,405.0,Insera,"Dviratis Insera Muffle 24"", pilkas/žalias",Nėra,Insera,Taip,"Fatbike, 					            Vaikiški",Shimano TY200GS,Dviračiai,,"Wanhon Fat 24""",140x80x26 cm,"1,4 x 0,8 x 0,3 m, 18 kg",,Pigu.lt,Shimano SL-RS36-7R,7,MTB-tipo,44130363,1 vnt.,Insera,Nėra,Aliuminiai,"24 """,,132-160 cm,Aliuminis,15 cm,"Insera, fatbike dviračiai,                                                                                             Insera, vaikiški dviračiai","Berniukams, 					            Mergaitėms",Diskiniai mechaniniai,- kg,Visos Insera prekės,Kieta
63,213.0,N1,"Miesto dviratis N1 Combi 24"", žalias",Nėra,Monte Grappa,Ne,Miesto,Nėra,Dviračiai,,24x1.75,170 x 21 x 98 cm,"1,7 x 0,21 x 0,98 m, 20,7 kg",,Pigu.lt,Nėra,1,"Plieniniai, PVC",44132518,1 vnt.,N1,Nėra,Dvigubi aliumininiai,"24 """,,"132-160 cm, 					            160-170 cm, 					            170-180 cm",Plieninis,17 cm,"N1, miesto dviračiai",Universalus,Galiniai pedalų stabdžiai,14.5 kg,Visos N1 prekės,Kieta
64,398.0,Coppi,"Kalnų dviratis Coppi 24"", pilkas/geltonas",V-Brake,,,"Kalnų, 					            Vaikiški",SHIMANO,Dviračiai,,,,"1,4 x 0,21 x 0,75 m, 17,5 kg",,Pigu.lt,SHIMANO,21,,82934720,1 vnt.,Coppi,Nenurodyta,24,"24 """,,130-150 cm,Aliuminis,24 cm,"Coppi, kalnų dviračiai,                                                                                             Coppi, vaikiški dviračiai",Berniukams,V-Brake,15.5 kg,Visos Coppi prekės,Plienas
65,229.0,N1,"Miesto dviratis N1 Cruiser 1.0 28"", baltas",Nėra,Yi ming,Ne,Miesto,Nėra,Dviračiai,,27.5,186 x 21 x 111 cm,"1,86 x 0,21 x 1,11 m, 20,7 kg",,Pigu.lt,Nėra,1,"Plieniniai, PVC",44132548,1 vnt.,N1,Nėra,Dvigubi aliumininiai,"28 """,,"160-170 cm, 					            170-180 cm",Plieninis,18 cm,"N1, miesto dviračiai",Moterims,V-tipo,15.2 kg,Visos N1 prekės,Kieta
66,123.0,Flash,"Dviratukas vaikams Flash 14"", 614-FH",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,Flash,,,"1,6 x 0,52 x 0,5 m, 8,6 kg",,Pigu.lt,Nenurodyta,1,,52755084,1 vnt.,Flash,Nenurodyta,Nenurodyta,"14 """,,113-140 cm,Plieninis,7 cm,"Flash, vaikiški dviračiai",Berniukams,V-Brake,- kg,Visos Flash prekės,Kieta
67,436.0,Insera,"Dviratis Insera X2600, 43 cm, tamsiai pilkas",Nenurodyta,,Taip,Kalnų,SHIMANO Tourney TX800,Dviračiai,,54-559,138x20x71 cm,"1,38 x 0,2 x 0,71 m, 15 kg",,Pigu.lt,Shimano Tourney,24,,70549201,1 vnt.,Insera,Nenurodyta,Aliuminiai,"26 """,,140-160 cm,Aliuminis,17 cm,"Insera, kalnų dviračiai","Moterims, 					            Vyrams",Logan,15 kg,Visos Insera prekės,Zoom MLO-389A
68,717.0,Cpro,"Miesto dviratis Cpro Gravel G 9.4, žalias",Nenurodyta,,,Trekking,Shimano RD-R3000,Dviračiai,,,,"1,91 x 0,22 x 0,12 m, 17,2 kg",,Pigu.lt,SHIMANO,18,,82181880,1 vnt.,Cpro,Nenurodyta,-,"27.5 """,,160-185 cm,Aliuminis,29 cm,"Cpro, trekking dviračiai",Universalus,Diskiniai,13.2 kg,Visos Cpro prekės,Plienas
69,299.99,ROMET,"Kalnų dviratis Romet Rambler R6.1 26"" 2022, juodas/geltonas",Nėra,Vader,Ne,Kalnų,Shimano Tourney RD-TY300D,Dviračiai,,"26×2,0",,"1,4 x 0,45 x 0,8 m, 15 kg",,"Pigu.lt, 					            GravaLV, 					            Velomarket OÜ, 					            Minced, 					            PowerSPORT",Shimano ST-EF41 3 pavarų / Shimano ST-EF41 7 pavarų,21,FP-804,46033293,1 vnt.,Romet,Nenurodyta,Aliumininiai,"26 """,,"132-160 cm, 					            160-170 cm, 					            170-180 cm, 					            180-190 cm",Aliuminis,14 cm,"Romet, kalnų dviračiai","Universalus, 					            Vyrams",V-tipo,13.5 kg,Visos ROMET prekės,Amortizuojanti
70,263.49,SHIMANO,"Dviratis Shimano, juodas",Nenurodyta,,,Kalnų,Nenurodyta,Dviračiai,,,,"1,42 x 0,52 x 0,68 m, 11 kg",,ABC Žaislai,Nenurodyta,21,,54688714,1 vnt.,Shimano,Nenurodyta,-,"29 """,,"160-170 cm, 					            170-180 cm",Aliuminis,18 cm,"Shimano, kalnų dviračiai","Berniukams, 					            Mergaitėms",Nenurodyta,16 kg,Visos SHIMANO prekės,Nenurodyta
71,349.99,ROMET,"Vaikiškas dviratis Romet Panda 14"", baltas",Nėra,,,Vaikiški,Shimano Tourney RD-TZ500,Dviračiai,,,,"2 x 0,5 x 1 m, 20 kg",,Velomarket OÜ,Shimano Tourney,3,,84443010,1 vnt.,Romet,Nenurodyta,Aliuminiai,"24 """,,120-145 cm,Aliuminis,24 cm,"Romet, vaikiški dviračiai",Universalus,V-Brake,14.4 kg,Visos ROMET prekės,Nenurodyta
72,-1.0,,"Berniuko 12 colių ""Tiger Bike"" dviratis su stūmikliu juodos, geltonos ir pilkos spalvų",,,,,,Dviračiai,,,,"0,8 x 0,2 x 0,42 m, 11,85 kg",,Sun baby,,,,57951218,1 vnt.,,,,,,,,,,,,,,
73,465.0,ROMET,"Dviratis Romet Rambler R7.3 27.5"" 2023, mėlynas",Nėra,,,Miesto,Shimano Alivio RD-M3100 SGS,Dviračiai,,,,"1,5 x 0,5 x 0,7 m, 15,6 kg",,"Pigu.lt, 					            GravaLV",Shimano ST-EF505 3-pavarų / Shimano ST-EF505 8-pavarų,24,,70421461,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"27.5 """,,165-185 cm,Aliuminis,18 cm,"Romet, miesto dviračiai",Universalus,Diskiniai hidrauliniai,15.6 kg,Visos ROMET prekės,SR Suntour XCT DS Hydraulic Lockout
74,319.99,ROMET,"Dviratis Romet Sonata Classic 28"" Alu 2022, rožinis",Nenurodyta,Romet City,Ne,Miesto,Shimano Nexus 3 pavarų,Dviračiai,,28x1.75,,"1,4 x 0,45 x 0,7 m, 16 kg",,"Velomarket OÜ, 					            Minced",Shimano Nexus 3 pavarų,3,FP-804,46035058,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"28 """,,"160-170 cm, 					            170-180 cm, 					            180-190 cm",Aliuminis,18 cm,"Romet, miesto dviračiai",Moterims,"Priekiniai – V-tipo, galiniai – pedalų",15.8 kg,Visos ROMET prekės,Kieta
75,193.0,Bottari,"Sulankstomas dviratis Bottari Roma 20"", raudonas",Nėra,Yra,Ne,"Miesto, 					            Sulankstomi",Nėra,Dviračiai,,20x1.75,149.5 x 18.5 x 79 cm,"1,495 x 0,45 x 0,79 m, 20 kg",,Pigu.lt,Nėra,1,Plastikiniai,53526219,1 vnt.,Bottari,Nėra,Aliumininiai,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,20 cm,"Bottari, miesto dviračiai,                                                                                             Bottari, sulankstomi dviračiai","Moterims, 					            Universalus",V-tipo,20 kg,Visos Bottari prekės,Kieta
76,299.0,ROMET,"Kalnų dviratis Romet Rambler R6.0 JR 26"" 2024, juoda/mėlyna, 17, M",Nėra,,,Kalnų,Shimano Tourney RD-TY300,Dviračiai,,,,"1,8 x 0,3 x 0,8 m, 18 kg",,freeride LV,Shimano Revoshift SL-RS36,21,,92763741,1 vnt.,Romet,Shimano,Aliuminiai,"26 """,,150-170 cm,Aliuminis,17 cm,"Romet, kalnų dviračiai",Universalus,V-tipo,13.1 kg,Visos ROMET prekės,Amortizuojanti
77,607.38,,"KROSS Evado 5.0 bla-tur g Moteriškas hibridinis dviratis (28"") - L dydis",,Selle Royal Shadow+,,,Shimano AceraT3000,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano Alivio M3100,27,FP-971,93290393,1 vnt.,,,Kross,"28 """,,,Aliuminis,,,,,,,SR Suntour NEX HLO
78,440.2,,"KROSS Trans 2.0 D blu-whi g moteriškas miesto dviratis (28"") - L dydis",,,,,,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,,,93290488,1 vnt.,,,,"28 """,,,Aliuminis,,,,,,,
79,3896.2,,"KROSS Soil Boost 2.0 630Wh elektrinis kalnų dviratis (27.5""/29"") - L dydis",Yra,WTB VOLT COMP,,,Shimano SLX M7100,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,12,,93290943,1 vnt.,,,WTB ST I40/I30,,,,,,,,,,,Amortizuojanti
80,256.56,,"KROSS Dust JR 1.0 gry-bla g vaikiškas kalnų (MTB) dviratis (24"") - S dydis",,,,,Shimano Tourney TX-800,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano altus M315,8,FP-804,93291388,1 vnt.,,,,"24 """,,,,,,,,,,
81,374.37,,"KROSS Trans 2.0 D gry-p&g g m moteriškas miesto dviratis (28"") - L dydis",,,,,SHIMANO ALTUS M-310,Dviračiai,,Wanda P1024 28X1.5,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,SHIMANO EF500,21,FP-804,93291493,1 vnt.,,,Kross Aluminium 622X19,"28 """,,,,,,,,,,
82,1416.01,,KROSS Esker 5.0 gry-nbl g gravel dviratis (28'') - M dydis,,,,,Shimano GRX RX-400,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano GRX RX400,20,,93291923,1 vnt.,,,,,,,,,,,,,,
83,623.22,,"KROSS Evado 5.0 pew-bla m hibridinis dviratis (28"") N - XL dydis",,Kross,,,SHIMANO CUES U3020,Dviračiai,,Wanda G5001 28x1.75,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,SHIMANO CUES U4000,18,,93292043,1 vnt.,,,,,,,,,,,,,,SR Suntour NEX HLO
84,547.25,,"KROSS Level 2.0 blu-gry g kalnų (MTB) dviratis (29"") - M dydis",,,,,Shimano Altus MT200,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,18,FP-917N,93292133,1 vnt.,,,,,,,,,,,,,,
85,547.25,,"KROSS Level 2.0 bla-yel g kalnų (MTB) dviratis (29"") - S dydis",,SELLE ROYAL Vivo,,,SHIMANO CUES U3020,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,"Minced, 					            Ultrabike LT",SHIMANO CUES U4000,18,,93292223,1 vnt.,,,,,,,,,,,,,,Amortizuojanti
86,2745.04,,"KROSS Sentio Hybrid 6.0 504 Wh che-bla elektrinis miesto dviratis (28"") - S dydis",,Selle Royal,,,Shimano Nexus,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano SW-E7000,8,,93292343,1 vnt.,,,,,,,,,,,,,,
87,349.05,,"KROSS Lea 2.0 min-pur g moteriškas kalnų (MTB) dviratis (27,5"") - XS dydis",,Kross,,,SHIMANO ALTUS M-310,Dviračiai,,"Wanda P1288 27,5X2,25",,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano Tourney ST-EF41,21,Plastikiniai,93292598,1 vnt.,,,Kross Aluminium 622X19,,,,Aliuminis,,,,,,,
88,438.24,,"KROSS Lea 3.0 D pin-gry g moteriškas kalnų (MTB) dviratis (27.5"") - S dydis",,Kross,,,Guli GL-B43R,Dviračiai,,"Wanda P1288 27,5X2,25",,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano altus M315,16,Plastikiniai,93292608,1 vnt.,,,Kross Aluminium 622X19,,,,Aliuminis,,,,,,,
89,1499.0,,"Gravel dviratis Rinos Sandman 28"", mėlynas",Nėra,Nenurodyta,Taip,Gravel,Shimano Sora,Dviračiai,,,,"1,4 x 0,2 x 0,7 m, 10 kg",,Rinos Handels GmbH,Shimano Sora R3000,18,Nenurodyta,93902832,1 vnt.,Nenurodyta,Shimano Sora,28,"28 """,,160-170 cm,Anglies pluošto,50 cm,"Nenurodyta, gravel dviračiai",Universalus,Diskiniai mechaniniai,9.8 kg,Visos Nenurodyta prekės,Nenurodyta
90,440.02,Rock Machine,Vyriškas kalnų dviratis Rock Machine Manhattan 40-29 (III) juodas/geltonas (Rato dydis: 29 Rėmo dydis: S),,,,,,Dviračiai,,,,"1,9 x 0,3 x 1,2 m, 22,4 kg",,"IT Sales, 					            IT Company SIA",,14,,95831398,1 vnt.,Rock Machine,,,,,,,,,,,,Visos Rock Machine prekės,
91,440.02,Rock Machine,Vyriškas kalnų dviratis Rock Machine Manhattan 40-29 (III) juodas/geltonas (Rato dydis: 29 Rėmo dydis: M),,,,,,Dviračiai,,,,"1,9 x 0,3 x 1,2 m, 22,4 kg",,"IT Sales, 					            IT Company SIA",,14,,95831408,1 vnt.,Rock Machine,,,,,,,,,,,,Visos Rock Machine prekės,
92,297.0,Louke,"Kalnų dviratis Louke 1, 26"", juodas",V-Brake,,Taip,Kalnų,L-TWOO TZ50,Dviračiai,,,,"1,5 x 0,3 x 0,7 m, 20 kg",,JVCB Trade,L-TWOO EF51-7R/ 3L,21,,102665306,1 vnt.,Louke,Ltwoo,26 dydžio aliuminiai,"26 """,,170-180 cm,Plieninis,19 cm,"Louke, kalnų dviračiai",Universalus,Diskiniai,17 kg,Visos Louke prekės,Nenurodyta
93,184.99,,Vaikiškas dviratis Tomabike,,,,,,Dviračiai,,,,"0,5 x 0,5 x 0,4 m, 5 kg",,ABC Žaislai,,,,104571362,1 vnt.,,,,,,,,,,,,,,
94,115.09,,Daugiafunkcinis triratukas vaikams 6in1,,,,,,Dviračiai,,,,"0,68 x 0,2 x 0,32 m, 8 kg",,ABC Žaislai,,,,104571387,1 vnt.,,,,,,,,,,,,,,
95,559.0,Kands,"Vyriškas dviratis Kands Galileo, 166-181 cm, 28"" aliumininiai ratai, 21 pavarų Shimano perjungėjas, Grafitas",Nėra,,,"Miesto, 					            Trekking",SHIMANO,Dviračiai,,,,"1,45 x 0,55 x 0,8 m, 19 kg",,DaviBikes,SHIMANO,21,,69874134,1 vnt.,Kands,Nenurodyta,"28""","28 """,,170-180 cm,Metalinis,19 cm,"Kands, miesto dviračiai,                                                                                             Kands, trekking dviračiai","Berniukams, 					            Universalus, 					            Vyrams",V-Brake,18 kg,Visos Kands prekės,Kieta
96,160.45,Toimsa,"Vaikiškas dviratis Toimsa Children's Bike Toimsa Paw Patrol 14"", violetinis/rožinis",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1 x 0,9 x 0,5 m, 3 kg",,"Pigu.lt, 					            Kouket, 					            Brandberry, 					            Eventure, 					            Vitalimax, 					            Digizone, 					            Digitooted OÜ, 					            Minced, 					            PowerSPORT, 					            TOPnuolaidos LT, 					            KAM Trade SIA",Nenurodyta,Nenurodyta,,72667331,1 vnt.,Toimsa,Nenurodyta,-,"14 """,4 m.,80-85 cm,Metalinis,14 cm,"Toimsa, vaikiški dviračiai",Mergaitėms,Nenurodyta,- kg,Visos Toimsa prekės,Kieta
97,300.0,POLAR,"Miesto dviratis Polar Helix 20 XL, 28"", raudonai/juodas",Nėra,,,Miesto,Shimano RD-TY300 Tourney,Dviračiai,,KENDA 700x38C (38-622),,"1,38 x 0,2 x 0,88 m, 21 kg",,GJ Bikes SIA,SHIMANO,21,MTB plastic pedals,77614574,1 vnt.,Polar,Nenurodyta,28,"28 """,,"160-170 cm, 					            170-180 cm, 					            180-190 cm, 					            190-200 cm",Aliuminis,20 cm,"Polar, miesto dviračiai","Moterims, 					            Universalus, 					            Vyrams",V-tipo,17 kg,Visos POLAR prekės,Nenurodyta
98,355.0,Ewo React,"Kalnų dviratis Ewo React Scout, 29'', pilkas/raudonas",Nenurodyta,,,Kalnų,Shimano Tourney 7,Dviračiai,,,,"1,4 x 0,77 x 0,2 m, 21 kg",,GJ Bikes SIA,Shimano Tourney RD-TY300 7v,21,,79526038,1 vnt.,Ewo React,Nenurodyta,29,"29 """,,"160-170 cm, 					            170-180 cm, 					            180-190 cm",Aliuminis,29 cm,"Ewo React, kalnų dviračiai","Moterims, 					            Universalus, 					            Vyrams",Diskiniai,21 kg,Visos Ewo React prekės,Amortizuojanti
99,369.0,ROMET,"Dviratis Romet Wagant 0 2024, 28'', mėlynas, aukso",Nėra,,Ne,Trekking,Shimano Altus RD-M310,Dviračiai,,,,"1,11 x 0,03 x 0,56 m, 2 kg",,"Pigu.lt, 					            PowerSPORT",Shimano ST-EF41,21,,79732490,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"28 """,,180-200 cm,Aliuminis,23 cm,"Romet, trekking dviračiai",Vyrams,V formos stabdžiai,17 kg,Visos ROMET prekės,Amortizuojanti
100,791.69,,"KROSS Evado 7.0 whi_tur g Moteriškas Hibridinis Dviratis (28"") - M dydis",,,,,Shimano Deore T6000,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano Deore T6000,30,,93290638,1 vnt.,,,Kross,,,,,,,,,,,SR Suntour NEX HLO
101,623.22,,"KROSS Evado 5.0 D tur-gre g moteriškas hibridinis dviratis (28"") - L dydis",,Selle Royal Shadow+,,,Shimano AceraT3000,Dviračiai,,700 x 45C,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano Acera M3000,27,FP-971,93290918,1 vnt.,,,Kross,,,,,,,,,,,SR Suntour NEX HLO
102,396.26,,"KROSS Lea JR 3.0 Light sil-pin g vaikiškas dviratis (24"") - S dydis",,Kross,,,Shimano Tourney TX-800,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano altus M315,8,FP-804,93290923,1 vnt.,,,Rival 19,,,,,,,,,,,Amortizuojanti
103,175.07,,"KROSS Mini 3.0 whi-cel-cor g. vaikiškas dviratis (16"") - Standartinis dydis",,PVC,,,,Dviračiai,,16x1.95,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,1,,93291128,1 vnt.,,,Lengvo lydinio,,,,,,,,,,,Plienas
104,309.41,,"KROSS Evado 1.0 D whi-tur g moteriškas hibridinis dviratis (28"") - S dydis",,,,,,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,,,93291368,1 vnt.,,,,,,,,,,,,,,
105,300.6,,"KROSS Hexagon 1.0 blu-sil g kalnų (MTB) dviratis (26"") - XS dydis",,Yibotong YBT-K610F046,,,Shimano Tourney TX-800,Dviračiai,,Wanda P1255 26x2.1,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,21,FP-804,93291408,1 vnt.,,,,"26 """,,,Aliuminis,,,,,,,
106,623.22,,"KROSS Evado 5.0 D Tur-gre g moteriškas hibridinis dviratis (28"") N - M dydis",,Kross,,,SHIMANO CUES U3020,Dviračiai,,Wanda G5001 28x1.75,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,SHIMANO CUES U4000,18,,93292063,1 vnt.,,,,,,,,,,,,,,SR Suntour NEX HLO
107,547.25,,"KROSS Level 2.0 blu-gry g kalnų (MTB) dviratis (29"") - XL dydis",,,,,Shimano Altus MT200,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,18,FP-917N,93292168,1 vnt.,,,,,,,,,,,,,,
108,547.25,,"KROSS Level 2.0 bla-yel g kalnų (MTB) dviratis (29"") - XL dydis",,SELLE ROYAL Vivo,,,SHIMANO CUES U3020,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,SHIMANO CUES U4000,18,,93292238,1 vnt.,,,,,,,,,,,,,,Amortizuojanti
109,2745.04,,"KROSS Sentio Hybrid 6.0 504 Wh che-bla elektrinis miesto dviratis (28"") - M dydis",,Selle Royal,,,Shimano Nexus,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano SW-E7000,8,,93292328,1 vnt.,,,,,,,,,,,,,,
110,429.0,formula,"Vaikiškas dviratis Formula Cream, 20"", violetinė",Nėra,,,"Miesto, 					            Vaikiški",Nėra,Dviračiai,,,,"1,4 x 0,2 x 0,8 m, 11,1 kg",,,Nėra,1,,101648681,1 vnt.,Formula,Nėra,Aliuminiai,"20 """,,110-130 cm,Aliuminis,10 cm,"Formula, miesto dviračiai,                                                                                             Formula, vaikiški dviračiai",Mergaitėms,V-Brake,11 kg,Visos formula prekės,Kieta
111,529.0,Davi,"Dviratis MTB Davi Alpina AM DD 26″, aliuminis, 150-175 cm, 21 pavara, violetinė",Nėra,,,Kalnų,Shimano Tourney,Dviračiai,,,,"1,4 x 0,2 x 0,8 m, 15 kg",,DaviBikes,SHIMANO,21,,101659286,1 vnt.,Davi,Shimano,Aliuminiai,"26 """,,150-170 cm,Aliuminis,15 cm,"Davi, kalnų dviračiai","Mergaitėms, 					            Moterims, 					            Universalus",Diskiniai mechaniniai,17 kg,Visos Davi prekės,Amortizuojanti
112,199.0,,Vaikiškas dviratis Mexller BMX 20 žalias dviratis berniukui,Nėra,,Ne,Vaikiški,TORPEDO,Dviračiai,,20x1.75,,"1,1 x 0,19 x 0,5 m, 12 kg",,RoweroSfera,1,1,Plastic,92417682,1 vnt.,,Nėra,20,"20 """,,105-135 cm,,20 cm,,Berniukams,Nenurodyta,,,Plienas
113,435.87,,"KROSS Hexagon 6.0 bla-gry-pew g kalnų (MTB) dviratis (29"") - XS dydis",,Yibotong K-SAN YBT-6035F140,,,SHIMANO ACERA M360,Dviračiai,,Wanda P1255 27.5X2.1,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,24,FP-917N,93290433,1 vnt.,,,Kross,"29 """,,,Aliuminis,,,,,,,Amortizuojanti
114,770.77,,"KROSS Level 5.0 bla-sil g kalnų (MTB) dviratis (29"") - L dydis",,Selle Royal,,,Shimano Deore M5100,Dviračiai,,SCHWALBE RAPID ROB 29X2.25,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,11,FP-917N,93290468,1 vnt.,,,Kross,,,,Aliuminis,,,,,,,
115,638.64,,"KROSS Hexagon 8.0 nbl-whi-gry m kalnų (MTB) dviratis (29"") - XL dydis",,Kross,,,Shimano Deore M592,Dviračiai,,"29 X 2,1",,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano Alivio M3100,18,Steel,93291018,1 vnt.,,,Kross,,,,,,,,,,,
116,278.78,,"KROSS Evado 1.0 D whi-tur g moteriškas hibridinis dviratis (28"") - M dydis",,,,,,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,,,93291348,1 vnt.,,,,,,,,,,,,,,
