id,price,brand,brandI,3G:,4G:,5G:,Atminties kortelės talpa:,Atminties kortelės tipas:,Aukštis:,Baterijos talpa (mAh):,Baterijos tipas:,Bluetooth:,Blykstė:,Budėjimo laikas iki:,Ekrano tipas:,Ekrano įstrižainė:,Fotografavimo galimybė:,GPS:,Gamintojo kodas:,Gamintojo procesorius:,Grafinis išdėstymas:,Gylis:,Jungties tipas:,Kategorija:,Kita informacija:,Kolonėlės:,Korpusas:,Maksimali raiška:,Maksimalus naudojimo laikas (val.):,Matmenys:,Operacinė sistema:,Operacinės sistemos versija:,Operatyvinė atmintis (RAM):,Pagrindinė kamera:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pakuotės turinys* (*komplektacija gali keistis):,Palaikomi formatai:,Palaikomos technologijos:,Pardavėjas:,Plotis:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinė kamera:,Procesoriaus taktinis dažnis:,Procesoriaus tipas:,Rūšis:,SIM:,Skambinimo funkcija:,Skirta vaikams:,Spalva:,Svoris:,USB jungtys:,Vaizdo didinimas:,Vidinė atmintis:,Visos šio ženklo prekės:,WiFi:
30,678.95,Samsung,Samsung Galaxy Tab S9 FE+ 5G 8/128GB Gray SM-X616BZAAEUE,Taip,Taip,Taip,iki 1TB,Micro SD,28.54 cm,10090,,Yra,,,LCD TFT,12.4'' (~31.50 cm),,Yra,SM-X616BZAAEUE,,,0.65 cm,,Planšetiniai kompiuteriai,S Pen,,,2560 x 1600,,,Android 13,,8000 MB,8 + 8 MP,"0,1 x 0,35 x 0,25 m, 0,4 kg",,,,,"IT Plus, 					            Galador Grupp OÜ, 					            Vitalimax, 					            ovolt",18.54 cm,75627557,1 vnt.,Samsung,12 MP,,Octa-core,"Samsung, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",Nano-SIM + eSIM,,Ne,Pilka,0.628 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
31,389.0,Apple,"Apple iPad 10.2"" Wi-Fi 64GB - Silver 9th Gen MK2L3HC/A",Ne,Ne,Ne,,,25.06 cm,,Li-Ion,Yra,,,"IPS, Retina",10.2'' (~26 cm),,Nėra,"MK2L3HC/A,MK2L3TY/A",,,0.75 cm,"3.5 mm, 					Lightning to USB",Planšetiniai kompiuteriai,,,,2160 x 1620,10,,iPadOS 15,,- MB,8 MP,"0,26 x 0,185 x 0,055 m, 0,875 kg",,,,,"Pigu.lt, 					            Brandberry",17.41 cm,44884678,1 vnt.,Apple,12 MP,,Apple A13 Bionic,"Apple, 10.2'' (~26 cm) planšetiniai kompiuteriai",,Taip,Ne,Sidabrinė,0.46 kg,,,64 GB (dalis skirta OS),Visos Apple prekės,Yra
32,290.0,Samsung,Samsung Galaxy Tab A9+ 5G 128/8 GB,Nenurodyta,Nenurodyta,Taip,,,,7040 mAh,,Yra,,,TFT,"11"" (27.9 cm)",,Yra,"SM Tab A9+ Graphite 128 5G,SM-X216BZAEEUB",,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android,,8000 MB,8 MP,"0,1 x 0,1 x 0,1 m, 1 kg",,,,,"Pigu.lt, 					            Smartonly, 					            Trajektorija, 					            IT Plus, 					            Galador Grupp OÜ, 					            Brandberry, 					            VEFabrika SIA, 					            Treat Stores, 					            Triksa, 					            HG plus, 					            Avesa Trade",,81107225,1 vnt.,Samsung,5 MP,1.8 GHz,"2,4 GHz, 1,8 GHz","Samsung, 11"" (27.9 cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.491 kg,,,128 GB,Visos Samsung prekės,Wi-Fi 5 (802.11ac)
33,429.0,Apple,"iPad 10.9"" Wi-Fi 64GB - Blue 10th Gen - MPQ13HC/A",Ne,Ne,Ne,,,,,Lithium Polymer (LiPo),Yra,,,IPS MULTI-TOUCH,"10.9"" (~27.7 cm)",,Yra,MPQ13HC/A,,,,USB-C,Planšetiniai kompiuteriai,,Įmontuotos,,2360 x 1640,,248.6 x 179.5 x 7 mm,iPadOS 16,,- MB,12 MP,"0,25 x 0,2 x 0,1 m, 0,5 kg",,,,,"Pigu.lt, 					            Brandberry",,60709643,1 vnt.,Apple,12 MP,,Apple A14 Bionic,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",,,Nenurodyta,Mėlyna,0.477 kg,,,64 GB,Visos Apple prekės,Yra
34,301.95,Xiaomi,Xiaomi Pad 6 Gravity Gray VHU4362EU,Ne,Ne,Ne,,Micro SDXC,,,Li-Po,Yra,,,IPS LCD,"10.6""",,Yra,Pad 6,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),,,,Planšetiniai kompiuteriai,,,,1200 x 2000,,,Android 12,,4000 MB,8,"0,35 x 0,25 x 0,1 m, 0,25 kg",,,,,"IT Plus, 					            Brandberry, 					            MedProf SIA, 					            Fusion Store., 					            Xmarket, 					            Minced, 					            Triksa, 					            HG plus, 					            KAM Trade SIA, 					            ovolt",,74386316,1 vnt.,XIAOMI,8,2.2 GHz,Qualcomm Snapdragon,"XIAOMI, 10.6"" planšetiniai kompiuteriai",,,Ne,Sidabrinė,0.47 kg,,,128,Visos Xiaomi prekės,Yra
35,205.35,Lenovo,Lenovo Tab M10 (3rd Gen) LTE 4/64GB Storm Grey ZAAF0033SE,Taip,Taip,Ne,,MicroSD,,5000 mAh,5000 mAh,Yra,,,Nenurodyta,"10.61""",,Yra,M10 (3rd Gen) TB328XU,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android,Android 11,6400 MB,8,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Galador Grupp OÜ,,57161833,1 vnt.,Lenovo,5,1.8 GHz,Unisoc T610,"Lenovo, 10.61"" planšetiniai kompiuteriai",,,Ne,Pilka,0.46 kg,USB Type-C,,64 GB (dalis skirta OS),Visos Lenovo prekės,Wi-Fi 5 (802.11ac)
36,389.0,Apple,"Apple iPad 10.2"" Wi-Fi 64GB - Space Grey 9th Gen MK2K3HC/A",Ne,Ne,Ne,,,25.06 cm,,Li-Ion,Yra,,,"IPS, Retina",10.2'' (~26 cm),,Nėra,MK2K3HC/A,,,0.75 cm,"3.5 mm, 					Lightning to USB",Planšetiniai kompiuteriai,,,,2160 x 1620,10,,iPadOS 15,,- MB,8 MP,"0,255 x 0,055 x 0,195 m, 0,855 kg",,,,,"Pigu.lt, 					            Smartonly, 					            Brandberry",17.41 cm,44884648,1 vnt.,Apple,12 MP,,Apple A13 Bionic,"Apple, 10.2'' (~26 cm) planšetiniai kompiuteriai",,Taip,Ne,Pilka,0.487 kg,,,64 GB (dalis skirta OS),Visos Apple prekės,Yra
37,356.27,Xiaomi,Xiaomi Redmi Pad Pro,Nenurodyta,Nenurodyta,Nenurodyta,,Micro SDXC,,,,Yra,,,Gorilla Glass,"12.1""",,Yra,56189,,,,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android 14,,8000 MB,8,"0,1 x 0,1 x 0,1 m, 1,1 kg",,,,,"Pigu.lt, 					            Treat Stores, 					            Minced, 					            Triksa, 					            Avesa Trade, 					            Orient Office AS",,86740055,1 vnt.,XIAOMI,8,,Qualcomm Snapdragon,"XIAOMI, 12.1"" planšetiniai kompiuteriai",,,Taip,,0.57 kg,,,256 GB,Visos Xiaomi prekės,
38,215.59,Samsung,Samsung Galaxy Tab A9 LTE 8/128GB Graphite SM-X115NZAEEUE,Taip,Taip,Ne,iki 1TB,MicroSD,21.10 cm,5100,,Yra,,,TFT,"8.7"" (~22.1cm)",,Yra,SM-X115NZAEEUE,,,0.8 cm,"3.5 mm, 					USB-C",Planšetiniai kompiuteriai,,,,1340 x 800,,,Android,,8000 MB,8 MP,"0,3 x 0,2 x 0,1 m, 1 kg",,"Kabelis, 					Planšetė, 					Vartotojo vadovas",,,"Trajektorija, 					            IT Plus, 					            Kouket, 					            Galador Grupp OÜ, 					            Vitalimax, 					            Klevera, 					            Digizone, 					            Helmand Baltics, 					            HG plus, 					            Avesa Trade, 					            BB-ELECTRONICS, 					            Orient Office AS, 					            ovolt",12.47 cm,78014468,1 vnt.,Samsung,2 MP,2 GHz,Octa-core,"Samsung, 8.7"" (~22.1cm) planšetiniai kompiuteriai",Nano-SIM,,Ne,Pilka,0.333 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
39,67.95,eSTAR,eSTAR Hero Harry Potter,Ne,Ne,Ne,,Micro SD,28.48 cm,5000,Li-Ion,Yra,,,IPS,"10.1"" (~25.6 cm)",,Nėra,TBHEEST00064CA,,,0.63 cm,3.5 mm,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android,,2000 MB,2 MP,"0,275 x 0,205 x 0,055 m, 0,955 kg",,,,,Pigu.lt,18.5 cm,74270216,1 vnt.,eStar,0.3 MP,,Mediatek 8168,"eStar, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",,,Taip,,0.615 kg,Micro USB,,64 GB,Visos eSTAR prekės,Yra
40,327.01,Xiaomi,Xiaomi Pad 6,Ne,Ne,Ne,,Micro SDXC,,8840,Li-Po,Yra,,,IPS LCD,11'' (~27.9 cm),,Yra,Pad 6,,,,,Planšetiniai kompiuteriai,,,,2880x1800,,,"Android 12, 					            Android 13",,6000 MB,13,"0,195 x 0,28 x 0,055 m, 1,09 kg",,,,,"Pigu.lt, 					            IT Plus, 					            Treat Stores, 					            Triksa, 					            HG plus, 					            Avesa Trade",,74386341,1 vnt.,XIAOMI,8,2.2 GHz,MediaTek,"XIAOMI, 11'' (~27.9 cm) planšetiniai kompiuteriai",,,Ne,Sidabrinė,0.47 kg,,,128,Visos Xiaomi prekės,Yra
41,379.01,Xiaomi,Xiaomi Redmi Pad Pro,Nenurodyta,Nenurodyta,Nenurodyta,,Micro SDXC,,,,Yra,,,Gorilla Glass,"12.1""",,Yra,"56206,MZB0G66EU",,,,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android 14,,8000 MB,8,"0,1 x 0,1 x 0,1 m, 0,94 kg",,,,,"Pigu.lt, 					            Avesa Trade",,86740050,1 vnt.,XIAOMI,8,,Qualcomm Snapdragon,"XIAOMI, 12.1"" planšetiniai kompiuteriai",,,Taip,,0.57 kg,,,256 GB,Visos Xiaomi prekės,
42,134.99,Mytouch,My Touch X10 Pro,Taip,Taip,Ne,128 GB,Micro SD,,7000,7000 mAh,Yra,yra,,Full HD,"10.1""",13 Mpix,Yra,,MediaTek,,,"3.5 mm, 					Micro SIM, 					Micro USB, 					SIM jungtis, 					USB-C",Planšetiniai kompiuteriai,,Integruotos,Aliumininis korpusas,1280 x 800,,,Android 11,Android 11,4048 MB,13 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,"Dėklas, 					Įkroviklis, 					Kabelis, 					Planšetė, 					USB Type-C, 					Vartotojo vadovas",".aac, .avc, .avi, .flac, .gif, .jpg, .mkv, .mp3, .mpeg, .png, .vob, .wav, .wma, .wmv",,Sale24,,74606304,1 vnt.,Mytouch,8 MP,2.3 GHz,MTK6797 Deca core,"Mytouch, 10.1"" planšetiniai kompiuteriai",2 SIM kortelių lizdai,Taip,Taip,Juoda,0.418 kg,USB Type-C,Yra,64 GB (dalis skirta OS),Visos Mytouch prekės,802.11 a/b/g/n/ac
43,134.99,Mytouch,My Touch X10 Pro Green,Taip,Taip,Ne,128 GB,Micro SD,,7000,7000 mAh,Yra,yra,,FHD,"10.1"" (~25.6 cm)",13 Mpix,Yra,,MediaTek,,,"3.5 mm, 					Micro SIM, 					Micro USB, 					USB-C",Planšetiniai kompiuteriai,,Integruotos,Aliumininis korpusas,1280 x 800,,,Android 11,Android 11,4048 MB,13 MP,"0,2 x 0,3 x 0,35 m, 1,05 kg",,"Dėklas, 					Įkroviklis, 					Kabelis, 					Planšetė, 					USB Type-C",".aac, .avc, .avi, .flac, .gif, .jpg, .mkv, .mp3, .mpeg, .png, .vob, .wav, .wma, .wmv","Bluetooth, 					Dviguba SIM, 					G-Sensor, 					GPS, 					Wi-Fi",Sale24,,74735429,1 vnt.,Mytouch,8 MP,2.3 GHz,MTK6797 Deca core,"Mytouch, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",2 SIM kortelių lizdai,Taip,Taip,Žalia,0.420 kg,USB Type-C,Yra,64 GB (dalis skirta OS),Visos Mytouch prekės,802.11 a/b/g/n/ac
44,150.64,Xiaomi,Xiaomi Redmi Pad SE 4G 4GB/128GB Sky Blue,Ne,Taip,Ne,,,,,,Yra,,,FHD,8.7,,Nėra,Pad SE 8.7 4G,,,,,Planšetiniai kompiuteriai,,,,1920 x 1080,,,Android,,4000 MB,8,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Pigu.lt, 					            Galador Grupp OÜ, 					            Vitalimax",,91123450,1 vnt.,XIAOMI,5,,Qualcomm Snapdragon 680,"XIAOMI, 8.7 planšetiniai kompiuteriai",,,Ne,Mėlyna,0.478 kg,,,128,Visos Xiaomi prekės,
45,-1.0,Samsung,Samsung Galaxy Tab S9 FE+ WiFi 8/128GB Silver SM-X610NZSAEUE,Ne,Ne,Ne,iki 1TB,Micro SD,28.54 cm,10090,Lithium-Ion (Li-Ion),Yra,,,LCD TFT,12.4'' (~31.50 cm),,Yra,SM-X610NZSAEUE,,,0.65 cm,,Planšetiniai kompiuteriai,S Pen,,,2560 x 1600,,,Android 13,,8000 MB,8 + 8 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"IT Plus, 					            ACT TRADE SIA",18.54 cm,75627562,1 vnt.,Samsung,12 MP,2.4 GHz,Octa-core,"Samsung, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",nėra,,Ne,Sidabrinė,0.627 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
46,318.09,Samsung,Samsung Galaxy Tab A9+ 5G 4/64GB Navy SM-X216BDBAEUE,Taip,Taip,Taip,iki 1TB,MicroSD,25.71 cm,7040,,Yra,,,TFT,11'' (~27.9 cm),,Yra,"SM Tab A9+ Navy 64 5G,SM-X216BDBAEUE",,,0.69 cm,"3.5 mm, 					USB-C",Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android,,4000 MB,8 MP,"0,3 x 0,2 x 0,1 m, 1 kg",,"Kabelis, 					Planšetė, 					Vartotojo vadovas",,,"Pigu.lt, 					            W-Warehouse, 					            Galador Grupp OÜ, 					            Brandberry, 					            Digizone, 					            Avesa Trade, 					            KAM Trade SIA, 					            Orient Office AS",16.87 cm,78014488,1 vnt.,Samsung,5 MP,1.8 GHz,Octa-core,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",Nano-SIM,,Ne,Mėlyna,0.491 kg,USB Type-C,,64 GB,Visos Samsung prekės,Yra
47,279.0,Samsung,Samsung Galaxy Tab A9+ 5G 8/128GB Navy,Taip,Taip,Taip,iki 1TB,,,7040,,Yra,,,TFT,11'' (~27.9 cm),,Yra,,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android OS,,8000 MB,8 MP,"0,1 x 0,1 x 0,1 m, 0,68 kg",,,,,"Pigu.lt, 					            Trajektorija, 					            Megateka, 					            Kouket, 					            Galador Grupp OÜ, 					            Brandberry",,88547530,1 vnt.,Samsung,5 MP,1.8 GHz,Octa-core,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",,,Ne,Mėlyna,0.49 kg,,,128 GB (dalis skirta OS),Visos Samsung prekės,Yra
48,224.9,Samsung,Samsung Galaxy Tab A9+ WiFi 8/128GB,Ne,Ne,Ne,,Micro SD,,7040,,Yra,,,TFT,11'' (~27.9 cm),,Yra,SM-X210N,,,,"3.5 mm, 					USB-C",Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android OS,,8000 MB,8 MP,"0,2 x 0,2 x 0,1 m, 0,4 kg",,"Kabelis, 					Planšetė, 					Vartotojo vadovas",,,"Pigu.lt, 					            Megateka, 					            Galador Grupp OÜ, 					            Vitalimax, 					            Infinity Game SIA, 					            Minced",,84778195,1 vnt.,Samsung,5 MP,1.8 GHz,Octa-core,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",,,Ne,Mėlyna,0.48 kg,USB Type-C,,128 GB (dalis skirta OS),Visos Samsung prekės,Yra
49,121.65,,Tablet PlantinumTAB 10 4G V22 &#43; Etui,Taip,Taip,Taip,,,,7000,7000 mAh,Yra,,,Nenurodyta,"10.1"" (~20.32 cm)",,Yra,79-058#,,IMG GE8320,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android 12,,4 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pigu.lt, 					            Trajektorija, 					            Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            Pro Baltic, 					            Eventure, 					            Vitalimax, 					            shumee, 					            Digitooted OÜ, 					            Treat Stores, 					            Triksa, 					            TOPnuolaidos LT, 					            HG plus, 					            KAM Trade SIA, 					            ovolt",,59143833,1 vnt.,Nenurodyta,5 MP,1.60GHz,Nenurodyta,"Nenurodyta, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Nenurodyta,,1.05 kg,,,Nenurodyta,Visos Nenurodyta prekės,
50,464.3,Samsung,Samsung Galaxy Tab S7 FE 5G 4/64GB Black SM-T736BZKAEUE,Taip,Taip,Taip,1TB,MicroSD,18.5 cm,10090 mAh,,Yra,,,TFT,12.4'' (~31.50 cm),,Yra,"891264881,SM-T736BZKAEUB,SM-T736BZKAEUE",,,0.63 cm,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android OS,Android 11,4000 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pigu.lt, 					            Kouket, 					            Galador Grupp OÜ, 					            KATARATA, 					            Digizone, 					            Minced, 					            Avesa Trade, 					            ovolt",28.48 cm,42286483,1 vnt.,Samsung,5 MP,2.2 GHz,Octa-core,"Samsung, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",Nano-SIM,,Ne,Juoda,0.608 kg,,,64 GB (dalis skirta OS),Visos Samsung prekės,Wi-Fi 5 (802.11ac)
51,183.91,Lenovo,Lenovo Tab M11 TB330FU ZADB0034SE Lunar Grey,Ne,Taip,Ne,,MicroSD,,7040,Nenurodyta,Yra,,,IPS+,11,,Yra,M11 TB330FU,,,,,Planšetiniai kompiuteriai,,,,1920x1200,,,Android,android,4 MB,8,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Pigu.lt, 					            IT Plus, 					            Galador Grupp OÜ, 					            Brandberry, 					            Vitalimax, 					            Avesa Trade, 					            KAM Trade SIA, 					            Proshop lt",,79459718,1 vnt.,Lenovo,8,,MediaTek Helio G88,"Lenovo, 11 planšetiniai kompiuteriai",,,Ne,Pilka,0.465 kg,,,128 GB,Visos Lenovo prekės,Yra
52,630.26,Samsung,Samsung Galaxy Tab S9 WiFi 8/128GB Graphite SM-X710NZAAEUE,Ne,Ne,Ne,iki 1TB,MicroSD,25.43 cm,8400,,Yra,LED,,Dynamic AMOLED 2X,11'' (~27.9 cm),,Yra,SM-X710NZAAEUE,,,0.59 cm,,Planšetiniai kompiuteriai,IP68,,,2560 x 1600,,,Android 13,,8000 MB,13 MP,"0,3 x 0,2 x 0,1 m, 0,8 kg",,,,,"Trajektorija, 					            W-Warehouse, 					            Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            KATARATA, 					            PrimeOnline, 					            Vitalimax, 					            Treat Stores, 					            Avesa Trade, 					            KAM Trade SIA, 					            ovolt",16.58 cm,73792956,1 vnt.,Samsung,12 MP,,Qualcomm SM8550,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",nėra,,Ne,Juoda,0.498 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
53,678.0,Xiaomi,Xiaomi Pad 6S Pro Graphite Gray (VHU4704EU),Ne,Ne,Ne,,,,,,Yra,,,IPS-LCD,12.4'' (~31.50 cm),,Nėra,"55762,VHU4704EU",,,,,Planšetiniai kompiuteriai,,,,2032 x 3048,,,Android,,8000 MB,50,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,IT Plus,,82206215,1 vnt.,XIAOMI,32 MP,,Qualcomm,"XIAOMI, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.59 kg,,,256,Visos Xiaomi prekės,Yra
54,429.0,Apple,"iPad 10.9"" Wi-Fi 64GB - Pink 10th Gen - MPQ33HC/A",Ne,Ne,Ne,,,,,,Yra,,,Multi‑Touch IPS,"10.9"" (~27.7 cm)",,Yra,MPQ33HC/A,,,,USB-C,Planšetiniai kompiuteriai,,Įmontuotos,,2360 x 1640,,248.6 x 179.5 x 7 mm,iPadOS 16,,- MB,12 MP,"0,25 x 0,2 x 0,1 m, 0,5 kg",,,,,Pigu.lt,,60709653,1 vnt.,Apple,12 MP,,Apple A14 Bionic,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",,,Nenurodyta,Rožinė,0.477 kg,,,64 GB,Visos Apple prekės,Yra
55,116.48,Lenovo,Lenovo Tab M9 (ZAC30194PL) Arctic Grey,Taip,Ne,Ne,,,,,Lithium Polymer (LiPo),Yra,,,IPS+,"9"" (22.9 cm)",,Yra,ZAC30194PL,,,136.76 cm,,Planšetiniai kompiuteriai,,,,1340 x 800,,,Android 12,,4000 MB,8 MP,"0,15 x 0,04 x 0,23 m, 0,55 kg",,,,,"Pigu.lt, 					            Elektronika Internetu, 					            Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            Vitalimax, 					            ShoppingArea, 					            Minced",215.43 cm,73336116,1 vnt.,Lenovo,2 MP,,MediaTek,"Lenovo, 9"" (22.9 cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.344 kg,,,64 GB,Visos Lenovo prekės,Wi-Fi 5 (802.11ac)
56,420.05,Samsung,Samsung Galaxy Tab S9 FE WiFi 6/128GB Gray SM-X510NZAAEUE,Ne,Ne,Ne,iki 1TB,Micro SD,25.43 cm,8000,Li-Po,Yra,,,LCD TFT,"10.9"" (~27.7 cm)",,Yra,S9 FE (X510),,,0.65 cm,,Planšetiniai kompiuteriai,IP68,,,2304x1440,,,Android 13,,6000 MB,8 MP,"0,3 x 0,2 x 0,1 m, 1 kg",,"Kabelis, 					Planšetė, 					S Pen, 					Vartotojo vadovas",,Fingerprint Sensor,"Pigu.lt, 					            Smartonly, 					            Trajektorija, 					            IT Plus, 					            Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            KATARATA, 					            Vitalimax, 					            Avesa Trade, 					            ACT TRADE SIA, 					            KAM Trade SIA",16.58 cm,76835194,1 vnt.,Samsung,12 MP,,Octa-core,"Samsung, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",nėra,,Ne,Pilka,0.523 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
57,37.2,Huion,Huion 2_397918,Ne,Taip,Nenurodyta,,,,,,,,,LCD,Nenurodyta,,Yra,H420X,,,,USB,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Windows 7,,1000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Galador Grupp OÜ, 					            Pro Baltic, 					            Digizone, 					            Minced",,45537908,1 vnt.,Huion,,,Nenurodyta,"Huion, nenurodyta planšetiniai kompiuteriai",,,Ne,Juoda,105 kg,,,Nenurodyta,Visos Huion prekės,
58,113.66,Lenovo,Lenovo Tab M9 Arctic Grey ZAC30123SE,Ne,Ne,Ne,,Micro SD,,5100,Lithium Polymer (LiPo),Yra,,,IPS,"9"" (~23 cm)",,Yra,ZAC30123SE,,,,,Planšetiniai kompiuteriai,,,,1340 x 800,,,Android,android,3000 MB,8 MP,"0,15 x 0,1 x 0,05 m, 0,4 kg",,,,,"Pigu.lt, 					            IT Plus, 					            Galador Grupp OÜ, 					            Brandberry, 					            KATARATA, 					            PrimeOnline, 					            ShoppingArea, 					            Minced",,71966361,1 vnt.,Lenovo,2 MP,,MediaTek Helio G80,"Lenovo, 9"" (~23 cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.344 kg,USB Type-C,,32 GB,Visos Lenovo prekės,Yra
59,175.94,Samsung,Samsung Galaxy Tab A9+ WiFi 4/64GB Navy SM-X210NDBAEUE,Ne,Ne,Ne,iki 1TB,MicroSD,25.71 cm,7040,Li-Po,Yra,,,TFT,11'' (~27.9 cm),,Yra,Galaxy Tab A9+,,,0.69 cm,"3.5 mm, 					USB-C",Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android,,4000 MB,8 MP,"0,3 x 0,2 x 0,1 m, 1 kg",,"Kabelis, 					Planšetė, 					Vartotojo vadovas",,,"IT Plus, 					            Galador Grupp OÜ, 					            Brandberry, 					            unashop eu, 					            EasyShop, 					            Minced, 					            Avesa Trade, 					            KAM Trade SIA, 					            BB-ELECTRONICS, 					            Orient Office AS",16.87 cm,78014473,1 vnt.,Samsung,5 MP,1.8 GHz,Octa-core,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",nėra,,Ne,Mėlyna,0.480 kg,USB Type-C,,64 GB,Visos Samsung prekės,Yra
60,67.95,eSTAR,eSTAR Hero Looney Tunes,Ne,Ne,Ne,,Micro SD,28.48 cm,5000,Li-Ion,Yra,,,IPS,"10.1"" (~25.6 cm)",,Nėra,TBHEEST00063BL,,,0.63 cm,3.5 mm,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android,,2000 MB,2 MP,"0,35 x 0,25 x 0,1 m, 1 kg",,,,,Pigu.lt,18.5 cm,74425871,1 vnt.,eStar,0.3 MP,,Mediatek 8168,"eStar, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",,,Taip,Mėlyna,0.615 kg,Micro USB,,64 GB,Visos eSTAR prekės,Yra
61,71.65,eSTAR,eSTAR URBAN Tablet WIFI HD IPS 2/64GB,Ne,Ne,Ne,64 GB,Micro SD,24.4 cm,5000,,Yra,,346 val.,HD IPS LCD,"10.1"" (~25.6 cm)",,Nėra,TBETEST00002BK,,,0.92 cm,3.5 mm,Planšetiniai kompiuteriai,,,,1200 x 800,,,Android OS,11,2048 MB,2 MP,"0,25 x 0,2 x 0,1 m, 0,5 kg",,,,,"Pigu.lt, 					            Galador Grupp OÜ, 					            PrimeOnline, 					            Avesa Trade",17.2 cm,42410333,1 vnt.,eStar,0.3 MP,,MediaTek,"eStar, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",,,Ne,Juoda,0.450 kg,Micro USB 2.0,,64 GB (dalis skirta OS),Visos eSTAR prekės,
62,156.9,Samsung,"Samsung Galaxy Tab A9+ 11.0"" 4GB RAM 64GB WiFi Dark Blue",Nenurodyta,Nenurodyta,Nenurodyta,1TB,MicroSD,,7040,,,,,Jutiklinis ekranas,11,,Nenurodyta,8806095360850,,,,,Planšetiniai kompiuteriai,,,,1920x1200,,,Android,android,4000 MB,8,"0,26 x 0,18 x 0,03 m, 0,64 kg",,,,,"Pigu.lt, 					            Brandberry, 					            Treat Stores, 					            Minced, 					            Triksa, 					            HG plus",,79261738,1 vnt.,Samsung,5,,Qualcomm SM6375,"Samsung, 11 planšetiniai kompiuteriai",,,Ne,,- kg,,,64GB,Visos Samsung prekės,
