id,title,price,brand,Montavimo tipas,Energijos klasė,Valdymas,Spalva,Talpa (L),Tipas,Aukštis (cm),Plotis,Gylis,Metinės energijos sąnaudos,Garso lygio klasė,Gamintojas
570,Šaldytuvas Gorenje NRC69BSXL5,879.99,Gorenje,,,,,,,,,,,,Liebherr
571,Šaldytuvas Gorenje RK14DPS4,389.99,Gorenje,,,,Nerūdijantis plienas,,Su kamera apačioje,,,,,,Gorenje
572,Šaldytuvas MDRB470MGC02 combi fridge MIDEA,505.99,Midea,,,,Sidabrinė,,,,,,,,Gorenje
573,"Šaldytuvas Royal Catering Šaldymo vitrina su LED apšvietimu, 2 lentynos, 180 l",619.99,Royal Catering,,,,,,,,,,,,Midea
574,Šaldytuvas Royal Catering Profesionalus dvigubas granitorius gėrimams 2x6L,1255.99,Royal Catering,Įmontuojami,,,,180.0,Vitrina,145.0,,,,,Royal Catering
575,"Šaldytuvas Royal Catering Šaldymo vitrina 5x GN1/4 120cm, su plieniniu dangčiu",549.99,Royal Catering,,,,,,,,,,,,Royal Catering
576,"Royal Catering Viešbučio šaldytuvas, tylus, rakinamas minibaras, 65W 28L",189.99,Royal Catering,,,,Pilka,35.0,Mini,120.0,,,,,Royal Catering
577,"Šaldytuvas Šaldymo vitrina salotoms Arktic Hendi, 77L",1065.99,Arktic,Laisvai statomi,b,,,28.0,Mini,,,,,,Royal Catering
578,"Šaldytuvas Arktic Cukrainės šaldymo vitrina 3 lentynos, 68 L",465.99,Arktic,,,,Sidabrinė,77.0,Vitrina,,,,,,Arktic
579,"Šaldytuvas Arktic Šaldymo vitrina su apšvietimu, 4 lentynos, 360 L",2279.99,Arktic,,,,,68.0,Vitrina,,,,,,Arktic
580,"Bosch Bsh Fclg Giengen Serija 2, Įmontuojamasis šaldytuvas-šaldiklis su šaldiklio skyriumi apačioje, 193.5 x 69.1 cm, slankiojantis vyris KBN96NSE0",1105.79,,,,,,360.0,Vitrina,,,,,,Arktic
581,Šaldytuvas LG MPN,779.99,LG,Įmontuojami,E,,Balta,285.0,Su kamera apačioje,193.5,,,,,Bosch
582,"Greitojo šaldymo šaldytuvas Hendi, 7 x GN1/1",3329.99,Hendi,,,,Balta,,,,,,,,LG
583,"Šaldytuvas Royal Catering Trijų lygių šaldymo vitrina su stiklu 58 l, juoda, stiklinė",425.99,Royal Catering,,,,,,,,,,,,Hendi
584,Šaldytuvas Hendi Profesionali šaldymo kamera,2139.99,Hendi,,b,,,58.0,Vitrina,87.0,,,,,Royal Catering
585,"Royal Catering Gastronominis šaldytuvas su stiklinėmis durimis, 4 lentynos, 590 l, 228 W",1085.99,Royal Catering,,,,,,,,,,,,Hendi
586,Šaldytuvas Royal Catering Stiklinė šaldymo dėžė ledams ir šaldytiems produktams 273 l,739.99,Royal Catering,Laisvai statomi,b,,,590.0,Vitrina,,,,,,Royal Catering
587,Šaldytuvas Candy MPN,1119.99,Candy,,,,,,,,,,,,Royal Catering
588,Šaldytuvas LG GBB62SWFGN,585.99,LG,Įmontuojami,,,,,Su kamera apačioje,,,,,,Candy
589,Šaldytuvas Electrolux ENC8MC18S,1475.99,Electrolux,,,,Balta,,,,,,,,LG
590,Šaldytuvas POLAR šaldytuvo-šaldiklio derinys POB 602E W,295.99,Polar,Pastatytas,C,Internal touch control LCD,Balta,186.0,Šaldytuvas su apatiniu šaldikliu,177.2,54.6,54.9,139,B,Electrolux
591,Candy Šaldytuvas | CNCQ2T618EW | Energijos vartojimo efektyvumo klasė E | Laisvai stovintis | Kombinuotas | Ūgis 185 cm | No Frost sistema | Šaldytuvas neto talpa 235 L | Šaldiklis neto talpa 120 L | 38 dB | Baltas,399.99,Candy,Laisvai statomi,E,,Balta,197.0,Laisvai pastatomas,158.8,59.5,65.5,,,Polar
592,Candy | Šaldytuvas | CDG1S514ES | Energy efficiency class E | Free standing | Double Door | Height 142.8 cm | Šaldytuvas net capacity 170 L | Šaldiklis net capacity 41 L | 41 dB | Sidabrinis,244.96,Candy,Laisvai statomi,E,,Balta,355.0,Laisvai pastatomas,185.0,66.7,59.5,,,Candy
593,Kombinuotas šaldytuvas Hotpoint-Ariston INC18T311 Balta (177 x 54 cm),499.99,Indesit,Laisvai statomi,E,,Sidabrinė,211.0,Su kamera viršuje,"142,8",,,,,Candy
594,Šaldytuvas Electrolux LNT7ME36K2,686.90,Electrolux,Įmontuojami,F,,Balta,250.0,Su kamera apačioje,177.0,,,,,Indesit
595,"CHiQ CSD31D4E minibaras, 31 litras, 2 skyriai, -24 °C iki +10 °C, šaldiklis - šaldytuvas, 41 dB",135.99,Chiq,Laisvai pastatomos,E,Internal touch control LCD,Black (Glass),266.0,Šaldytuvas su apatiniu šaldikliu,201.0,59.5,66.2,250,C,Electrolux
596,Šaldytuvas Electrolux LNT8MC36X,1246.99,Electrolux,Laisvai statomi,,,,,Mini,,,,,,Chiq
597,LIEBHERR SRsfd 5220 Plus Šaldytuvas,1023.48,Liebherr,,,,pilka,,Su kamera apačioje,,,,,,Electrolux
598,Įmontuojamas šaldytuvas Samsung BRB38G705EWW,1149.99,Samsung,,,,Pilka,399.0,Be kameros,185.5,,,,,Liebherr
599,"Bosch Bsh Fclg Giengen Serija 2, Įmontuojamasis šaldytuvas-šaldiklis su šaldiklio skyriumi apačioje, 177.2 x 54.1 cm, slankiojantis vyris KIV865SE0",711.48,,Įmontuojami,E,,Netaikoma,,Pastatas,,73.00,55,,,Samsung
600,SHARP SJBA10DMXIEEU Šaldytuvas,499,Sharp,Įmontuojami,E,,Balta,267.0,Su kamera apačioje,177.2,,,,,Bosch
601,Kompresinis šaldytuvas Dometic CRE0050E,619.99,Dometic,,,,,,,,,,,,Sharp
602,Šaldytuvas Whirlpool WHSP70T241P,995.25,Whirlpool,Laisvai statomi,,,"Sidabrinė

Juoda",45.6,"Mini
Su kamera viduje",53.4,,,,,Dometic
603,"Šaldytuvas AEG RCB632E9MW 6000-sarjan jääkaappipakastin, valkoinen",532.26,AEG,Integruota,D,,Pilnai įmontuojama,394.0,Su kamera apačioje,193.5,69.0,55.1,,,Whirlpool
604,"Šaldytuvas AEG OSC5S181ES 5000 series fridge-šaldiklis, integrated",845.99,AEG,,,,Balta,,Su kamera apačioje,,0.7,0.7,,,AEG
605,Šaldytuvas Liebherr IRBSe 5121,1109.99,Liebherr,,,,,,Su kamera apačioje,,,,,,AEG
606,Šaldytuvas LG GBV31E0CPY,650.55,LG,Pastatytas,E,Internal touch control LCD,Balta,248.0,Fridge with freezer inside,177.2,56.0,55.0,204,B,Liebherr
607,"Bosch Serija 6, Įmontuojamasis šaldytuvas su šaldiklio skyriumi, 177.5 x 56 cm, švelniai uždaromas plokščias vyris KIL82ADD0",878.77,,,,,Nerūdijantis plienas,,Su kamera apačioje,186.0,,,,,LG
608,Šaldytuvas Siemens iQ300 KS36VVIEP fridge Freestanding 346 L E Nerūdijantis plienas,1009.99,Siemens,Įmontuojami,D,,Balta,246.0,Su kamera viduje,177.2,,,,,Bosch
609,MPM šaldytuvas-šaldiklis Total No Frost (balta),528.90,MPM,Laisvai statomi,E,,sidabrinė,346.0,Su kamera apačioje,186.0,60 cm,65 cm,,,Siemens
610,Šaldytuvas Arktic Nerūdijančio plieno 3-durų šaldymo stalas su darbiniu paviršiumi 368 l,1699.99,Arktic,Laisvai statomi,E,,Balta,326.0,Su kamera apačioje,201.0,,,,,MPM
611,BRANDT BIC1724ES Įmontuojamas šaldytuvas-šaldiklis,455.99,Brandt,,,,Pilka,,,,,,,,Arktic
612,"Šaldytuvas Stiklinė šaldymo vitrina 7 x GN 1/4 Hendi, nerūdijantis plienas",825.99,Hendi,Įmontuojami,E,,Balta,249.0,Su kamera apačioje,178.5,,,,,Brandt
613,"Šaldytuvas Royal Catering Gastronominis šaldymo stalas su ratukais, 1 kamera, 2 stalčiai, 280 l",1955.99,Royal Catering,,,,Sidabrinė,,Vitrina,,,,,,Hendi
614,"WHIRLPOOL Šaldytuvas W7X 82O K, Energy class E, 191.2 cm, No Frost, Juodas",438.60,Whirlpool,,,,,,,,,,,,Royal Catering
615,Šaldytuvas Lg Agd CHŁODZ-ZAMR LG GBV3200DSW,588.35,LG,Laisvai statomi,E,,Juoda,335.0,Šaldytuvas-Šaldytuvas,191.0,595 mm,678 mm,,,Whirlpool
616,Šaldytuvas Gorenje RK416EPS4,308.33,,,D,,Balta,387.0,Su kamera apačioje,203,,,,,LG
617,Šaldytuvas Liebherr ICNSe 5103,1899.99,Liebherr,Laisvai statomi,E,,Pilka,230.0,Su kamera apačioje,161.3,,,,,Gorenje
618,Šaldytuvas Snaigė FR27SM-PRJ30E3,439,Snaigė,Integruota,E,Internal touch control LCD,Balta,183.0,Šaldytuvas su apatiniu šaldikliu,177.0,54.1,54.5,227,B,Liebherr
619,Šaldytuvas GORENJE NRC6204SXL5M,1052.99,,Laisvai pastatomos,E,Mechaninis,Juoda,252.0,Fridge with top freezer,172.5,56.0,63.0,195,C,Snaigė
620,Candy šaldytuvas-šaldiklis CNCQ2T620DX,497.48,Candy,Laisvai statomi,C,,Sidabrinė,229.0,Su kamera apačioje,200.0,,,,,Gorenje
621,Whirlpool šaldytuvas-šaldiklis Montuojama ART6600LHE,399.89,Whirlpool,,D,,Nerūdijantis plienas,,Laisvai pastatomas,,59.5,66.7,,,Candy
622,Šaldytuvas Hisense 143cm,285.99,Hisense,Įmontuojami,E,,Balta,194.0,Pastatas,177.0,54,54.5,,,Whirlpool
623,NULL Šaldytuvas - Amica BK3265.4U(E),433.01,Amica,Laisvai pastatoma,E,,Balta,175.0,Su kamera apačioje,143.0,49.5,56.2,,,Hisense
624,Hotpoint ARISTON 203 cm aukščio No Frost juodos/sidabro spalvos šaldytuvas Hotpoint HAFC9 TO32SK,508.98,Hotpoint ARISTON,Įmontuojami,E,,Netaikoma,195.0,Pastatas,176.9,54,55,,,Amica
625,Whirlpool šaldytuvas-šaldiklis W5 722EW,357.10,Whirlpool,Laisvai statomi,E,,Juoda,367.0,Su kamera apačioje,"202,7",,,,,Hotpoint ARISTON
626,Samsung ŠALDYTUVAS RB34C675EBN/EF SMG,560.51,Samsung,Laisvai statomi,E,,Balta,308.0,Laisvai pastatomas,176.3,59.5,65.5,,,Whirlpool
627,Candy Šaldytuvas | CNCQ2T618EX | Energy efficiency class E | Free standing | Combi | Height 185 cm | No Frost system | Šaldytuvas net capacity 235 L | Šaldiklis net capacity 120 L | 38 dB | Inox,428.90,Candy,Laisvai statomi,E,,Juoda,344.0,Laisvai pastatomas,185.3,63.70,65.8,,,Samsung
628,"Šaldytuvas Bosch KSV36VBEP 4 serija, Juodos spalvos",698.23,,Laisvai statomi,E,,Nerūdijantis plienas,355.0,Su kamera apačioje,185,,,,,Candy
629,Šaldytuvas Whirlpool ARG 18082,555.39,Whirlpool,Laisvai statomi,A++,,Juoda,346.0,Be kameros,186.0,,,,,Bsh Fcle Esquiroz
630,Šaldytuvas Whirlpool W7X82OOX,440.67,Whirlpool,Integruota,E,,Pilnai įmontuojama,314.0,Be kameros,177.1,54.0,54.5,,,Whirlpool
631,Šaldytuvas Kernau KFRC 18161.2 NF X,449.99,Kernau,Laisvai statomi,E,,Nerūdijantis plienas,104.0,Su kamera apačioje,191.2,,,,,Whirlpool
632,Šaldytuvas Concept LR2047BC,195.99,Concept,,,,,,,,,,,,Kernau
633,Šaldytuvas Guzzanti GZ-90A,199.99,Guzzanti,Laisvai statomi,F,,Juoda,47.0,"Mini
Su kamera viduje",50.0,,,,,Concept
634,Candy Šaldytuvas | CNCQ2T620EB | Energy efficiency class E | Free standing | Combi | Height 205 cm | No Frost system | Šaldytuvas net capacity 289 L | Šaldiklis net capacity 120 L | Ekranas | 38 dB | Juodas,489.99,Candy,Laisvai statomi,F,,Balta,89.0,Be kameros,85.0,,,,,Guzzanti
635,Šaldytuvas Liebherr RBe 5221 Plus,1059.99,Liebherr,Laisvai statomi,E,,Juoda,409.0,Su kamera apačioje,205.0,,,,,Candy
636,Šaldytuvas Liebherr RBe 5221 Plus,949.99,Liebherr,Laisvai pastatomos,E,Internal touch control LCD,Balta,317.0,Fridge with freezer inside,185.5,59.7,67.5,205,C,Liebherr
637,Šaldytuvas LG GBV3100DPY,539.99,LG,Laisvai statomi,E,,Balta,351.0,Su kamera viduje,185.5,,,,,Liebherr
638,Šaldytuvas Šaldytvas Liebherr IKGNS 51Vd03,889.99,Liebherr,,D,,,,Su kamera apačioje,186.0,,,,,LG
639,"Šaldytuvas Arktic Šaldymo įrenginys su dangčiu 8x GN 1/3 talpoms, sidabro spalva",1109.99,Arktic,,D,,,183.0,Su kamera apačioje,177.2,,,,,Liebherr
640,Concept Koncepcinis šaldytuvas LK6660SS,985.99,Concept,,,,Sidabrinė,,,,,,,,Arktic
641,"Šaldytuvas Stiklinė šaldymo vitrina Hendi, 8 x GN 1/4",939.99,Hendi,Laisvai statomi,E,,Pilka,378.0,Su kamera apačioje,201.8,,,,,Concept
642,123 cm šaldytuvas su šaldymo kamera viršuje ETA174490000E,289.99,ETA,,,,,,Vitrina,42.5,,,,,Hendi
643,Šaldytuvas-šaldiklis su „BioFresh“ ir „NoFrost“ LIEBHERR CBNsfd 5223,949.99,Liebherr,Laisvai statomi,E,,Balta,112.0,Šaldytuvai su šaldikliu viršuje,123.0,,,,,ETA
644,Šaldytuvas Liebherr IRBdi 5171,2525.99,Liebherr,Laisvai pastatomos,D,Internal touch control LCD,Plienas,320.0,Šaldytuvas su apatiniu šaldikliu,185.5,59.7,67.5,213,B,Liebherr
645,Įmontuojamas šaldytuvas Hoover HOBT5518EW,619.99,Hoover,,D,,,250.0,Su kamera viduje,177.2,,,,,Liebherr
646,Imontuojamas šaldytuvas Hoover Bi HOBL3518E,489.99,Hoover,Įmontuojami,E,,Balta,248.0,Su kamera apačioje,177.2,,,,,Hoover
647,"Šaldytuvas Balta šaldymo vitrina su stiklu Arktic Hendi 78L, 3 lentynos",729.99,Arktic,Įmontuojami,E,,Balta,190.0,Su kamera apačioje,183.2,,,,,Hoover
648,Šaldytuvas Liebherr ICNe 5103,1120.99,Liebherr,,,,Balta,78.0,Vitrina,,,,,,Arktic
649,Šaldytuvas Samsung RB38C7B6D12/EF,815.99,Samsung,Integruota,E,Internal touch control LCD,Balta,183.0,Šaldytuvas su apatiniu šaldikliu,177.2,56.0,55.0,227,B,Liebherr
650,"Šaldytuvas Šaldymo stalas su 2 stalčiais ir 2 kameromis, 350 l",2015.99,,,D,,Balta,390.0,Su kamera apačioje,203,,,,,Samsung
651,Šaldytuvas Samsung RB34C602EWW/EF,519.99,Samsung,,,,,,,,,,,,
652,MPM MPM-125-CZ-11E Šaldytuvas,229.99,MPM,,E,,,344.0,Su kamera apačioje,185.3,,,,,Samsung
653,Šaldytuvas Samsung BRB26713EWW/EF,729.10,Samsung,Laisvai statomi,F,,Sidabrinė,117.0,Su kamera viršuje,116.0,,,,,MPM
654,"Šaldytuvas Arktic Šaldymo vitrina su apšviestu reklaminiu skydeliu, 750L",1915.99,Arktic,Pastatytas,E,Vidinis elektroninis valdymas,,193.0,Šaldytuvas su apatiniu šaldikliu,177.5,54.0,55.0,231,B,Samsung
655,Šaldytuvas Arktic Šaldymo įrenginys su dangčiu 9xGN 1/3 talpoms,1035.99,Arktic,,,,,750.0,Vitrina,196.5,,,,,Arktic
656,"Šaldytuvas Royal Catering Greito užšaldymo šaldiklis, 96 L, 550 W",2769.99,Royal Catering,,,,Sidabrinė,,,,,,,,Arktic
657,Šaldytuvas Royal Catering Šaldymo vitrina su stikline apsauga GN1/3 talpoms,1249.99,Royal Catering,,,,,,,,,,,,Royal Catering
658,First Austria Mini baras-šaldytuvas First FA-5172-3-CR 40L,212.93,First Austria,,,,,76.0,Vitrina,200.0,,,,,Royal Catering
659,SHARP SJEX770F2SL Šaldytuvas,1349,Sharp,Laisvai statomi,,,Kreminė,40.0,Mini,56.2,,,,,First Austria
660,Šaldytuvas MPM CHŁODZIARKO Šaldiklis MPM 108 KB 45 INOX 48/114/49,269.99,MPM,,,,,,,,,,,,Sharp
661,"BEKO Šaldytuvas BCNA306E5ZSN Built In, 193.5cm, Energy class D, HarvestFresh, Neo Frost, Metal Wall",569.99,Beko,Laisvai statomi,E,,tamsus inox,72.0,Laisvai pastatomas,114.0,48,49,,,MPM
662,Šaldytuvas Whirlpool WHC18T572,699.99,Whirlpool,Įmontuojami,,,Balta,,Šaldytuvas-Šaldytuvas,193.5,540 mm,545 mm,,,Beko
663,Šaldytuvas Scandomestic CF100WD konteinerinis šaldiklis,169.99,Scandomestic,Įmontuojami,,,,,Su kamera apačioje,177.0,,,,,Whirlpool
664,Šaldytuvas Whirlpool W7X91IOX,555.99,Whirlpool,,,,Balta,,,88.0,0.575,0.5,,,Scandomestic
665,"Šaldytuvas Siemens GS36NVXEV iQ300 kaappipakastin, musta teräs",714.91,Siemens,Laisvai statomi,F,,Nerūdijantis plienas,367.0,Šaldytuvas,202.7,596 mm,678 mm,,,Whirlpool
666,"Šaldytuvas Šaldytuvo panelė Samsung RA-M17DAACLGG, Cotta Lavender",98.99,Samsung,,,,Juoda,,Su kamera apačioje,190.0,0.7,0.7,,,Siemens
667,"Šaldytuvas Šaldytuvo panelė Samsung RA-M17DAA38GG, Glam Lavender",209.99,Samsung,,,,Violetinė,,,,,,,,Samsung
668,Amica šaldytuvas-šaldiklis FK3666.2DFZHC,729.99,Amica,,,,Violetinė,,,,,,,,Samsung
669,Amica šaldytuvas-šaldiklis FK244.4(E),355.99,Amica,Laisvai statomi,C,,"inox, juoda",226.0,Laisvai pastatomas,186.5,63.00,63.5,,,Amica
670,"Šaldytuvas Ströme HS-364FWEN/WH kaappipakastin, valkoinen",399.99,Ströme,Laisvai statomi,E,,Balta,153.0,Laisvai pastatomas,144.0,54,55,,,Amica
671,Candy COHS 38ES šaldytuvas,146.99,Candy,,,,,,,,0.57,0.58,,,Ströme
672,Šaldytuvas MPM-230-FF-53 IŠ VISO NĖRA ŠALČIO Baltas,359.99,MPM,,,,Sidabrinė,,Laisvai pastatomas,,50.00,45,,,Candy
673,Toshiba šaldytuvas-šaldiklis GR-RB449WE sidabrinė,459.99,Toshiba,Laisvai statomi,E,,Balta,,Laisvai pastatomas,166.0,55,64,,,MPM
674,Šaldytuvas Kombinuotas šaldytuvas Teka RSR 10138,134.99,Teka,Laisvai statomi,E,,Sidabrinė,216.0,Laisvai pastatomas,185.5,76.00,66,,,Toshiba
675,"Šaldytuvas Samsung RB34C675EB1/EF jääkaappipakastin, musta teräs",665.99,Samsung,,,,Balta,,Laisvai pastatomas,,47.5,44.5,,,Teka
676,"Šaldytuvas AEG RCB632E9MU 6000-sarjan jääkaappipakastin, teräs",589.99,AEG,,,,,,Su kamera apačioje,193.5,0.637,0.74,,,Samsung
677,Šaldytuvas Whirlpool W5821EFW1,399.99,Whirlpool,,,,,,Su kamera apačioje,186.0,0.59,0.65,,,AEG
678,"Šaldytuvas Upo NRF66DW jääkaappipakastin, valkoinen",539.99,Upo,,,,Balta,,Su kamera apačioje,194.5,0.73,0.64,,,Whirlpool
679,"Šaldytuvas Ströme HD-449RWEN/IX Prestige jääkaappipakastin, inox",469.99,Ströme,,,,Balta,,Su kamera apačioje,191.0,0.64,0.7,,,Upo
680,Šaldytuvas Snaigė CD40DM-S3002EEB,639,Snaigė,,,,,,,,0.57,0.58,,,Ströme
681,"Šaldytuvas Electrolux KNT5NF33X3 jääkaappipakastin, teräs",498.99,Electrolux,Laisvai pastatomos,E,Mechaninis,Balta,360.0,Vitrina,202.5,60.0,60.0,1028,,Snaigė
682,Šaldytuvas Haier Haier HAFRESHERPAD Premium Collection Fresher Pad,72.99,Haier,,,,,,,,0.6,0.6,,,Electrolux
683,"Hendi Šaldytuvas su puodelių šildytuvu, 3.5 l, 168 W, juodas/skaidrus",1209.99,Hendi,,,,Pilka,,Mažo prietaiso priedas,,,,,,Haier
684,Šaldytuvas Hendi Po stalviršiu montuojama mėsos brandinimo spinta 98 l 170 W,2299.99,Hendi,,,,Juoda,3.5,Mini,,,,,,Hendi
685,"Šaldytuvas Royal Catering Šokinis šaldiklis su LCD ekranu, 29,5 L, 550 W",1209.99,Royal Catering,,,,,,Vitrina,83.0,,,,,Hendi
686,Šaldytuvas Snaigė RF27SM-S0PF2E0,468.27,Snaigė,,,,,,,,,,,,Royal Catering
687,"Šaldytuvas Šaldymo stalas su 6 stalčiais ant ratukų, 350 l, 137 x 70 x 95 cm",2545.99,,Laisvai pastatomos,,Vidinis elektroninis valdymas,Nerūdijantis plienas,,Šaldytuvas su apatiniu šaldikliu,,60.0,65.0,197,C,Snaigė
688,Šaldytuvas Arktic Šaldymo įrenginys su dangčiu 6xGN 1/3 talpoms,609.99,Arktic,,,,,,,,,,,,
689,"Arktic Dviejų durų barinis šaldytuvas gėrimams, 4 lentynos, 180 l - Hendi",729.99,Arktic,,,,Sidabrinė,,,,,,,,Arktic
690,"Šaldytuvas Arktic Šaldymo vitrina su pakeliamu dangčiu, 67 L",729.99,Arktic,,,,Juoda,180.0,Vitrina,,,,,,Arktic
691,Šaldytuvas Mora VC 1820,449.99,Mora,,,,Sidabrinė,67.0,Vitrina,,,,,,Arktic
692,Šaldytuvas Gorenje NRC61CSXL4,579.99,Gorenje,Įmontuojami,,,Balta,189.0,Su kamera apačioje,177.2,,,,,Mora
693,"Šaldytuvas Royal Catering Dvigubas gėrimų dozatorius su šaldytuvu, 18 L",459.99,Royal Catering,,,,Nerūdijantis plienas,,Su kamera apačioje,185.0,,,,,Gorenje
694,Šaldytuvas Snaigė FR27SM-PRDG0E3,485.99,Snaigė,,,,,,,,,,,,Royal Catering
695,Šaldytuvas Snaigė FR24SM-PRDI0E3,409,Snaigė,Laisvai pastatomos,E,Mechaninis,žalia,252.0,Fridge with top freezer,172.5,56.0,63.0,195,C,Snaigė
696,"Šaldytuvas Arktic Dviejų durų šaldymo stalas su nerūdijančio plieno stalviršiu, 247 l",1069.99,Arktic,Laisvai pastatomos,E,,Mėlyna,162.0,Fridge with top freezer,147.5,56.0,63.0,184,C,Snaigė
697,186cm ner.plieno spalvosšaldytuvas be šaldymo kameros Electrolux LRT6ME38U2,710.94,Electrolux,,,,Pilka,,,,,,,,Arktic
698,Šaldytuvas Arktic Dviejų talpų gėrimų aušintuvas su dozatoriumi 2 x 12L,819.99,Arktic,Laisvai pastatomos,E,Vidinis elektroninis valdymas,pilka,390.0,Fridge without freezer,186.0,59.5,65.0,121,C,Electrolux
699,"Šaldytuvas Electrolux LNT6ME32W2 600-sarjan jääkaappipakastin, valkoinen",532.26,Electrolux,,,,,,,,,,,,Arktic
700,"Šaldytuvas LG GBV3200DEP jääkaappipakastin, musta, 2m",659.99,LG,,,,Balta,,Su kamera apačioje,190.0,0.6,0.6,,,Electrolux
701,Šaldytuvas Electrolux LFB2AE88S,383.53,Electrolux,,,,,,,,0.634,0.745,,,LG
702,"Bosch Bsh Fclg Giengen Serija 4, Įmontuojamasis šaldytuvas-šaldiklis su šaldiklio skyriumi apačioje, 177.2 x 54.1 cm, plokščias vyris KIV87VFE0",782.69,,Pastatytas,E,Mechaninis,Balta,110.0,Fridge with freezer inside,87.3,54.8,54.9,143,C,Electrolux
703,Įmontuojamas šaldytuvas Bosch KIN96SFD0,1215.03,Bosch,,,,,,,177.2,,,,,Bosch
704,Šaldytuvas Liebherr ICBNc 5623,1723.99,Liebherr,Pastatytas,D,,Balta,,Su kamera apačioje,194.0,55.8,54.8,184,,Bosch
705,Šaldytuvas Severin RKG 8930 Retro raudona,523.70,Severin,Pastatytas,,Internal touch control LCD,Balta,,Šaldytuvas su apatiniu šaldikliu,,55.9,54.6,162,B,Liebherr
706,Šaldytuvas Severinos FKS 8841,634.93,Severin,Laisvai statomi,A++,,Raudona,208.0,Su kamera viršuje,14.6,0.58,0.58,,,Severin
707,Įmontuojamas šaldytuvas Liebherr ICBNEI 5123,1619.99,Liebherr,,C,,,,,,0.6,0.58,,,Severin
708,Šaldytuvas Liebherr IRe 4101,885.99,Liebherr,Įmontuojami,E,,Balta,174.0,Su kamera apačioje,177.2,,,,,Liebherr
709,Įmontuojamas šaldytuvas Whirlpool WHC18T311,625.99,Whirlpool,Įmontuojami,E,,Balta,182.0,Su kamera viduje,122.0,,,,,Liebherr
710,Candy Šaldytuvas | CNCQ4T620CX | Energy efficiency class C | Free standing | Combi | Height 205 cm | No Frost system | Šaldytuvas net capacity 289 L | Šaldiklis net capacity 120 L | Ekranas | 35 dB | Inox,683.90,Candy,Įmontuojami,F,,Balta,68.0,Su kamera apačioje,177.0,,,,,Whirlpool
711,Candy Šaldytuvas | CNCQ2T518EB | Energy efficiency class E | Free standing | Combi | Height 182.5 cm | No Frost system | Šaldytuvas net capacity 197 L | Šaldiklis net capacity 82 L | 38 dB | Juodas,339.99,Candy,Laisvai statomi,,,Sidabrinė,289.0,Su kamera apačioje,205.0,,,,,Candy
712,Whirlpool šaldytuvas-šaldiklis W7X91IOX,437.69,Whirlpool,Laisvai statomi,E,,Juoda,197.0,Su kamera apačioje,182.5,,,,,Candy
713,"Šaldytuvas Bosch KGN39OXBT 4 serija, Juodos spalvos",1145.79,,Laisvai statomi,F,,Nerūdijantis plienas,263.0,Laisvai pastatomas,202.7,59.6,67.8,,,Whirlpool
714,Šaldytuvas Electrolux E8MNCD18S,838.39,Electrolux,Laisvai statomi,B,,Pilka,399.0,Su kamera apačioje,203.0,,,,,Bosch
715,Šaldytuvas mėsai Caso Germany DryAged Master 125,1349.99,Caso Germany,Pastatytas,,Touch control with LCD,Balta,,Šaldytuvas su apatiniu šaldikliu,,54.6,54.9,173,B,Electrolux
716,Šaldytuvas Scandomestic Frysere SFS 352 W,1639.99,Scandomestic,,,,,,Vitrina,82.5,,,,,Caso Germany
717,"Šaldytuvas Siemens iQ300 KI87VVFE1, 270 L, SN-T, 35 dB, 3.2kg/24h, E, Baltas",825.99,Siemens,,,,Balta,,,,,,,,Scandomestic
718,"Šaldytuvas Upo UCN63EW jääkaappipakastin, valkoinen",405.99,Upo,,,,,,,177.2,,,,,Siemens
719,Combined šaldytuvas-šaldiklis MPM-215-KB-38/E (baltas),288.70,MPM,,,,Balta,,Su kamera apačioje,,0.6,0.6,,,Upo
720,Šaldytuvas Samsung RB34C675ES9/EF,645.99,Samsung,Laisvai statomi,,,Balta,,,,,,,,MPM
721,Amica šaldytuvas-šaldiklis FK3356.4GBDF(D),770.59,Amica,,E,,Nerūdijantis plienas,344.0,Su kamera apačioje,185.3,,,,,Samsung
722,Amica šaldytuvas-šaldiklis FD2355.4X(E),296.26,Amica,Laisvai statomi,b,,Juoda,223.0,Laisvai pastatomas,185.5,595,64.2,,,Amica
723,Amica šaldytuvas-šaldiklis FD2355.4(E),272.61,Amica,Laisvai statomi,E,,Nerūdijantis plienas,171.0,Laisvai pastatomas,145.0,54,57,,,Amica
724,Šaldytuvas Samsung BRB26605EWW,585.99,Samsung,Laisvai statomi,E,,Balta,170.0,Laisvai pastatomas,,54,57,,,Amica
725,Whirlpool šaldytuvas-šaldiklis W55TM4120W2,264.14,Whirlpool,Įmontuojami,E,,Netaikoma,193.0,Pastatas,177.5,54,55,,,Samsung
726,Hotpoint ARISTON šaldytuvas-šaldiklis HA70BE973X,742.90,Hotpoint ARISTON,Laisvai statomi,E,,Balta,171.0,Laisvai pastatomas,144.0,54,57,,,Whirlpool
727,Amica šaldytuvas-šaldiklis FM140.4X,242.16,Amica,Laisvai statomi,D,,Nerūdijantis plienas,309.0,Laisvai pastatomas,195.5,70,75.5,,,Hotpoint ARISTON
728,Šaldytuvas HISENSE RB435N4BWE,425.99,Hisense,Laisvai statomi,E,,Nerūdijantis plienas,104.0,Laisvai pastatomas,83.8,56.50,59.5,,,Amica
