id,title,price,brand,Combined_remas,Combined_paskirtis,Combined_tipai,Combined_skersmuo,Combined_gears,Combined_gearsI
193,"Author Spirit ASL dviratis, sidabrinės spalvos, 27,5''",659.99,Author,,,,,,
194,"Dviratis AZIMUT City Lux 26"" 2023 bordo-ruda",232,Azimut,HI-TEN STEEL HI-TEN STEEL,Paaugliams,,26,1,1
195,"Dviratis Romet Rambler R9.4 2024 graphite-baltas-18"" / M (Dydis: 18"" / M)",503.89,Romet,"ALLOY 18"" / M 18 ALLOY",,,,24,24
196,Dviratis Romet Rambler FIT 24 2024 oranžinis-sidabrinis,379,Romet,Aliuminis ALLOY,Vaikams,,,7,7
197,Dviratis 26 Classic MAGNUM 10 18g pilkas,304,CLASSIC,Plieninis,Vaikams,,26 26,Shimano Tourney TZ-500 Shimano Tourney TY-300 6,6 3
198,"Dviratis Unibike Flash GTS 2024 graphite-19"" (Dydis: 19"")",659,Unibike,"Aliuminis 19"" 19 ALLOY",,,19,,
199,"Dviratis Romet Pop Art Classic 2024 baltas-20"" / L (Dydis: 20"" / L)",509,Romet,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,28,3,3
200,"Dviratis Romet Orkan 2 M 2024 graphite-red-19"" / L (Dydis: 19"" / L)",391.60,Romet,"Aliuminis 19"" / L 19 ALLOY",Paaugliams,,28,21,21
201,"Radio MINOTAUR Complete dviratis, 22.6''TT, juoda",709.99,RADIO,,,,,,
202,Dviratis Dviratis Cube Numove 200 flashwhite'n'pink 2025,549,Cube,Aliuminis ALLOY,Vaikams,,,8,8
203,"Dviratis Romet Rambler FIT 26 2024 juodas-mėlynas-18"" / L (Dydis: 18"" / L)",419.68,Romet,"Aliuminis 18"" / L 18 ALLOY",,,,16,16
204,"Dviratis Romet Rambler R6.3 2024 mėlynas-red-sidabrinis-18"" / L (Dydis: 18"" / L)",391.60,Romet,"Aliuminis 18"" / L 18 ALLOY",,,,24,24
205,"Dviratis Romet Wagant 0 2024 bright graphite-žalias-23"" / XL (Dydis: 23"" / XL)",349.50,Romet,"Aliuminis 23"" / XL 23 ALLOY",Paaugliams,,27,21,21
206,Dviratis Merida Big.Seven 15 I1 matt dark sidabrinis(sidabrinis)-38 cm / S (Dydis: 38 cm / S),599,Merida,Aliuminis 38 cm / S ALLOY,,,,,
207,Dviratis Merida Big.Seven 15 I1 matt dark sidabrinis(sidabrinis)-43 cm / M (Dydis: 43 cm / M),599,Merida,Aliuminis 43 cm / M ALLOY,,,,,
208,"Dviratis Romet Pop Art Eco 28"" Alu 2022 violet-20"" / L (Dydis: 20"" / L)",349.50,Romet,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,28,3,3
209,"Dviratis Romet Sonata Classic 28"" 2024 baltas-18"" / M (Dydis: 18"" / M)",479,Romet,"Aliuminis 18"" / M 18 ALLOY",Paaugliams,,28,3,3
210,Dviratis Cube Nature Pro auksinis'n'juodas 2023-46 cm / XS (Dydis: 46 cm / XS),840.76,Cube,Aliuminis 46 cm / XS ALLOY,,,,10,10
211,Dviratis 26 CLASSIC PRO 26 DISC 21sp metallic classic,497,CLASSIC,Aliuminis,Vaikams,,26,"Shimano Tourney RD-TY300, 21 pavarų Shimano SL-RS35 RevoShift, 3x7 21",21 3
212,"Dviratis Romet Rambler R6.0 JR 2024 lemon-juodas-red-15"" / S (Dydis: 15"" / S)",293.35,Romet,"Aliuminis 15"" / S 15 ALLOY",,,,21,21
213,Dviratis Merida Big.Nine 20 VI1 teal-mėlynas(lime)-47 cm / L (Dydis: 47 cm / L),679,Merida,Aliuminis 47 cm / L ALLOY,,,,,
214,"Radio DARKO Complete Dviratis, 20.5''TT, Neptun Žalias",419.99,RADIO,,,,,,
215,"Baana Suokki 24 -polkupyörä, 1-vaihteinen, keltainen",269.99,Baana,,,,,,
216,Dviratis 29 CLASSIC TEAM 29 29 baltas classic,487,CLASSIC,Aliuminis,,,29,"Shimano Tourney, 21 pavarų Shimano SL-RS35 Revoshift",3
217,"Elektrinis dviratis Cube Reaction Hybrid Race 750 29 switchblue'n'juodas 2023-19"" / 29 / L (Dydis: 19"" / 29 / L)",3016.34,Cube,"Aliuminis 19"" / 29 / L 19 ALLOY",,,19,12,12
218,"Niner WFO RDO 2-star dviratis, Hot Tamale, didelis",4209.99,Niner,,,,,,
219,"Dviratis Romet Jolene 6.1 2024 baltas-žalias-violet-17"" / M (Dydis: 17"" / M)",399,Romet,"Aliuminis 17"" / M 17 ALLOY",,,,21,21
220,"Baana Fat 24 -fatbike, musta",645.99,Baana,,,,,,
221,"Dviratis mergaitei Volare Glamour 18'' 24 cm, balta/mėtų",225.06,Volare,Aliuminis 9.4,Vaikams,,18,1,1
222,"Dviratis AZIMUT Sarema 28"" ALU TX-7 2023 juodas shiny",376,Azimut,Aliuminis ALLOY,Moterims,,28,7,7
223,"Dviratis Romet Orkan D 2024 baltas-violet-19"" / L (Dydis: 19"" / L)",349.50,Romet,"Aliuminis 19"" / L 19 ALLOY",Paaugliams,,28,21,21
224,Dviratis Cube Nature EXC verde'n'juodas 2023-50 cm / S (Dydis: 50 cm / S),1023.22,Cube,Aliuminis 50 cm / S ALLOY,Moterims,,,30,30
225,Dviratis Dviratis Cube Numove 140 flashwhite'n'pink 2025,429,Cube,Aliuminis ALLOY,Vaikams,,,1,1
226,"GZR Progressiv-e CF 23 sähköpyörä, 17 (M)",5215.99,GZR,,Moterims,,,,
227,El. Dviratis Myatu 1907,907.50,Myatu,,"Moterims
Vyrams",,,,
228,"Beaster Scooter El. Dviratis BEASTER, BS1000",3427.60,Beaster Scooter,,"Moterims
Vyrams",,,,
229,"Beaster Scooter Karboninio rėmo dviratis, BS128S, sidabrinis",1550.80,Beaster Scooter,,,,,,
230,Dviratis 26 HARO SLORIDE 26 26 lilac/pink haro,499,HARO,Aliuminis,,,26,Nėra Nėra Išorinės,1
231,Dviratis 28 CLASSIC DELUXE 7 28 pink + sidabrinis basket classic,406,CLASSIC,Aliuminis Moteriškas​,,,28,Nėra Shimano Revo SL-RS36 Išorinės,1
232,Dviratis 20 elektrinis Engwe M20 750Wh viena baterija baltas,1098.99,Engwe,Aliuminis Unisex,,Vieta,20,Shimano 7 pavarų Shimano pavarų perjungimo rankenėlės 7 Išorinės,7 1 priekinė žvaigždė
233,Dviratis 24 BERGAMONT REVOX 24 LITE Mėlynas 24 mėlynas bergamont,549,Bergamont,Aliuminis,Vaikams,,24,"Shimano RD-TX800 Shimano SL-RS45, 8 pavaros",
234,Dviratis 24 CLASSIC FUNK 24 1sp EQ sidabrinis classic,284,CLASSIC,Plieninis Unisex​,,,24,Nėra Nėra 1 Nėra,1 1
235,Dviratis 29 CLASSIC TEAM LADY 29 21sp baltas classic,487,CLASSIC,Aliuminis,,,29,"Shimano Tourney TY-300, 7 pavarų Shimano Tourney TY-500 21",21 1
236,"Dviratis 28"" Bulls Cross Flyer Disc vyr. 30g juodas",999.95,Bulls,Aliuminis Vyriškas,,Hibridinis/krosinis,28,SHIMANO Deore RD-T6000 SHIMANO Deore Trekking SL-T6000 Išorinės,
237,Dviratis 20 elektrinis Engwe M20 750Wh viena baterija žalias,1098.99,Engwe,Aliuminis Unisex,,Vieta,20,Shimano 7 pavarų Shimano pavarų perjungimo rankenėlės 7 Išorinės,7 1 priekinė žvaigždė
238,Dviratis 28 BERGAMONT SUMMERVILLE N7 CB ICE Mėlynas bergamont,849,Bergamont,Aliuminis Vyriškas​,,,28,Shimano Nexus 7-speed Shimano Nexus SL-C3000 Vidinės,1
239,"Elektrinis dviratis FAFREES F1-38C, 28"", oranžinis",1019.99,Fafrees,,,,,,
240,"Elektrinis dviratis Hidoes B3, 26"", juodas, 1200W, 17,5Ah",1614.99,Hidoes,,,,,,
241,"Elektrinis dviratis Gunai GN29, 29"", 750W, 15Ah, juodas",1099.99,Gunai,,,,,,
242,"Elektrinis dviratis Engwe EP-2 PRO, 20"", 750W, 13Ah, pilkas",1094.99,Engwe,,,,,7,7
243,"Elektrinis dviratis Fafrees FF20 Polar, 20"", žalias, 500W, 20,8Ah",1869.99,Fafrees,,,,,,
244,"Elektrinis dviratis Fafrees FF20 Polar, 20"", mėlynas, 500W, 20,8Ah",1869.99,Fafrees,,,,,,
245,"Elektrinis dviratis Fafrees F20 X- Max 20"", juodas, 750W, 30Ah",2039.99,Fafrees,,,,,,
246,"Elektrinis dviratis Gunai GN27, 27.5"", 750W, 10,4Ah, pilkas",1189.99,Gunai,,,,,7,7
247,"Elektrinis dviratis Kaisda K1, 26"", 500W, 10,4Ah, juodas",977.49,Kaisda,,,,,,
248,"Elektrinis dviratis Eleglide M1 Plus, 29"", 250W, 12,5Ah, juodas",934.99,Eleglide,,,,,,
249,Dviratis 28 Bergamont Horizon 3 Amsterdam 24g tamsiai rudas,779,Bergamont,Aliuminis Moteriškas,Vyrams,Vieta,28 28,"Shimano RD-M2000 Shadow Shimano ST-EF500, 3x8-speed, STI-shifter 24 Išorinės",24 3
250,Dviratis 29 Bulls Sharptail 2 Disc vyr. 24g juodas matinis,799.95,Bulls,Aliuminis,Vyrams,,29 29,Shimano Altus RD-M310 Shadow Plus Shimano Altus SL-M315 Rapidfire Plus,3
251,"Elektrinis dviratis Fafrees F28 Pro, 27,5"", mėlynas, 250W, 14,5Ah",1317.49,Fafrees,,,,,,
252,"Elektrinis dviratis FAFREES F20 Max, 20"", pilkas, 500W, 22,5Ah",1572.49,Fafrees,,,,,7,7
253,"Elektrinis dviratis Fafrees Hailong One, 26"", juodas, 250W, 13Ah",849.99,Fafrees,,,,,7,7
254,"Elektrinis dviratis Fafrees FM8 27.5"", juodas, 250W, 14.5Ah",1954.99,Fafrees,,,,,,
255,"Elektrinis dviratis Fafrees FM8 27.5"", žalias, 250W, 14.5Ah",1954.99,Fafrees,,,,,,
256,"Elektrinis dviratis Gunai GN68, 26"", 2000W, 17,5 Ah SAMSUNG, juodas",2039.99,Gunai,,,,,,
257,"Elektrinis dviratis Fafrees F20 Master, 20"", juodas, 500W, 22,5Ah",1699.99,Fafrees,,,,,,
258,Dviratis 28 Pegasus Piazza vyr. 21g mėlynas,649.95,Pegasus,Aliuminis Vyriškas,Vyrams,Vieta,"28 28""",SHIMANO Tourney RD-TY200 SHIMANO Tourney ST-EF41 Išorinės,3
259,Dviratis 26 Pegasus Avanti deep 7g baltas,649.95,Pegasus,Aliuminis,Apytikslis amžius 12-13 metų Vaikams,,26 26,SHIMANO Nexus SG-C3001 SHIMANO Nexus SL-C3000-7 Revo Shifter 7,7 1
260,Dviratis 28 Pegasus Piazza trapez 7g baltas,699.95,Pegasus,Aliuminis Moteriškas,Vyrams,Vieta,28 28,SHIMANO Nexus SG-C3001 SHIMANO Nexus SL-C3000-7 Revo Shifter 7 Vidinės,7 1
261,Dviratis 26 Pegasus Avanti 7g wave t.violetinis,649.95,Pegasus,Aliuminis,Apytikslis amžius 11-13 metų Vaikams,,26 26,SHIMANO Nexus SG-C3001 SHIMANO Nexus SL-C3000-7 Revo Shifter 7,7 1
262,Dviratis 28 Pegasus Avanti vyr.18g juodas,549.95,Pegasus,Aliuminis Vyriškas,Vyrams,Vieta,28 28,SHIMANO Tourney RD-TY200 SHIMANO SL-RS36 Revoshift 18 Išorinės,18 3
263,Dviratis 20 elektrinis Bergamont PAUL-E EQ EDITION unisex pilkas,2999,Bergamont,Aliuminis Unisex,"Moterims
Vyrams

Paaugliams",Sulankstomi,20 20,"Shimano Nexus, 7 pavarų Shimano Nexus SL-C3000 7 Vidinės",7 1
264,Dviratis 29 elektrinis Bulls Cross EVO 750wh 9g trapez vyšninė/pilka,3799,Bulls,Aliuminis Moteriškas,Vyrams,Hibridinis/Krosinis,29 29,"Shimano Alivio, 9 greičių Shimano Alivio SL-M3100 9 Išorinės",9 1
265,Dviratis 28 elektrinis Pegasus Solero EVO 7R Plus 400 Watt wave raudonas,3299,Pegasus,Aliuminis Moteriškas,Vyrams,Vieta,28 28,Shimano Nexus 7 Shimano Nexus SL-C3000-7 7 Vidinės,7 Nėra
266,"Dviratis 27,5 Bulls Zarena Street 1 21g baltas",799.95,Bulls,Aliuminis,Vyrams,,"27.5 27,5",SHIMANO Tourney RD-TY300 SHIMANO ST-EF41 EZ fire plus,3
267,Dviratis 28 Bulls Wildcross vyr. 21g mėlynas,649.95,Bulls,Aliuminis Vyriškas,Vyrams,Hibridinis/krosinis,28 28,Shimano Tourney RD-TY300 Shimano Tourney ST-EF41 21,21 3
268,Dviratis 28 Pegasus Piazza vyr. 7g juodas,699.95,Pegasus,Aliuminis Vyriškas,Vyrams,Vieta,28 28,SHIMANO Nexus SG-C3001 SHIMANO Nexus SL-C3000-7 Revo Shifter 7 Vidinės,7 1
269,Dviratis 28 Pegasus Piazza vyr. 21g juodas,649.95,Pegasus,Aliuminis Vyriškas,Vyrams,Vieta,"28 28""",SHIMANO Tourney RD-TY200 SHIMANO Tourney ST-EF41 Išorinės,3
270,Dviratis 24 Pegasus Avanti 18g trapez baltas 32 cm,599.95,Pegasus,Aliuminis,Apytikslis amžius 7-9 metų Vaikams,,24 24,SHIMANO Tourney RD-TY200 SHIMANO SL-RS36 Revoshift 18,18
271,Dviratis 26 Pegasus Avanti 7g wave t.raudonas,649.95,Pegasus,Aliuminis,Apytikslis amžius 11-12 metų Vaikams,,26 26,SHIMANO Nexus SHIMANO Nexus SL-C3000 Revoshift 7,7 1
272,Dviratis 28 elektrinis Pegasus Ancura E8R Disc 500wh wave 8g juodas,2699,Pegasus,Aliuminis Unisex,Vyrams,Vieta,28 28,Shimano Nexus 8 Shimano Nexus SL-C6000-8 8 Vidinės,8 Nėra
273,Dviratis 28 Pegasus Premio SL Disc 8 trapez baltas,1299,Pegasus,Aliuminis Moteriškas,Paaugliams,Vieta,28 28,SHIMANO Nexus SHIMANO Nexus SL-C6000 Revoshift 8 Vidinės,8 1
274,Dviratis 28 Pegasus Piazza 21 g vyr. juodas,649.95,Pegasus,Aliuminis Vyriškas,Vyrams,Vieta,28 28,SHIMANO Tourney RD-TY200 SHIMANO Tourney ST-EF41 Išorinės,3
275,Dviratis 26 Pegasus Avanti 18g trapez violetinis,599.95,Pegasus,Aliuminis,Apytikslis amžius 11-13 metų Vaikams,,26 26,SHIMANO Tourney RD-TY200 SHIMANO SL-RS36 Revoshift 18,18 1
276,Dviratis 28 elektrinis Bulls Tourer EVO 10 FIT 555Wh vyr. 10g juodas,4149,Bulls,Aliuminis Vyriškas,Vyrams,Vieta,28 28,Shimano Deore RD-M5120-SGS Shadow Plus Shimano Deore SL-M4100-R 10 Išorinės,10 Nėra
277,Dviratis 29 Bulls Sharptail 2 Disc 24g mėlynas,799.95,Bulls,Aliuminis,Vyrams,,29 29,Shimano Altus RD-M310 Shadow Plus Shimano Altus SL-M315 Rapidfire Plus,3
278,Dviratis 29 CLASSIC PRO 29 24k 29 metallic classic,609.01,CLASSIC,Plieninis,,,29,"Shimano Tourney RD-TY300, 24 pavarų Shimano ST-EF500, 3x8",3
279,Dviratis 29 CLASSIC TEAM 29 24s 29 juodas classic,538.99,CLASSIC,Aliuminis,,,29,Shimano Altus Shimano Tourney TY-500,3
280,Dviratis 26 CLASSIC FÄTT 12s 26 juodas classic,1299,CLASSIC,Aliuminis,,,26,SRAM SX,1
281,Dviratis 20 BERGAMONT BERGAMONSTER 20 PLUS Mėlynas 20 mėlynas bergamont,479,Bergamont,Aliuminis,Vaikams,,20,"Shimano RD-TX800, 8 pavaros Shimano SL-RS45, 8 greičių revo-shifter",
282,Dviratis 24 CLASSIC STAR 24 7s GIRL classic,304,CLASSIC,,Apytikslis amžius 7-9 metų Vaikams,,24,Shimano Tourney TY200,
283,Dviratis 20 CITY SOURCE 20 žalias monty s,549,SOURCE,Aliuminis 6061,,,20,Nėra Shimano Revoshift Išorinės,1
284,Dviratis 16 CLASSIC 16 PRO 16 mėlynas classic,304,CLASSIC,Plieninis,Apytikslis amžius 3-4 metų,,16,,
285,Dviratis 28 BERGAMONT E-CARGOVILLE BAKERY ELITE dark red bergamont,4299,Bergamont,Aliuminis Unisex,,Krovininiai,26,"Shimano Nexus, 5 pavaros Shimano Nexus SL-C7000, Revo-shifter Vidinės",1
286,Dviratis 28 BERGAMONT HORIZON 4 AMSTERDAM 44/XS bergamont,859,Bergamont,Aliuminis Vyriškas​,,,28,"Shimano RD-T4000 Shimano ST-EF505, 3x8-speed Išorinės",3
287,Dviratis 28 BERGAMONT E-CARGOVILLE LT EXPERT 53 baltas bergamont,4998.99,Bergamont,Aliuminis Unisex,,Krovininiai,26,"Shimano Deore XT, RD-M8100, Shadow Plus Shimano Deore, SL-M6100, 1x12, greito perjungimo Išorinės",1
288,Dviratis 24 EVENING 24 sage žalias eovolt,2149,Sage,Aliuminis Unisex,,Sulankstomi,24,"Shimano Tourney, 7 pavarų Shimano Tourney Išorinės",1
289,"Dviratis 27,5 BERGAMONT REVOX 2 Mėlynas mėlynas bergamont",599,Bergamont,Aliuminis,,,27.5,"Shimano RD-TY300 Shimano SL-RV200, 3x7 greičių",3
290,Dviratis 28 CLASSIC ELEGANCE 28 7sp red + basket classic,476.99,CLASSIC,Plieninis Moteriškas​,,,28,Nėra Shimano Revo SL-RS36 7 Išorinės,7 1
291,Dviratis 24 CLASSIC FUNK 24 3s 24 baltas classic,355,CLASSIC,Plieninis Unisex​,,,24,Shimano Nexus 3-speed Shimano Revoshift rankenėlės Vidinės,1
292,Vaikiškas dviratis RoyalBaby 16“ Space Shuttle Bike,285.92,Royalbaby,,Vaikams,,,,
293,"Dviratis 29"" elektrinis Lovelec Alkor juoda/raudona (10ah)",1198,Lovelec,Aliuminis Vyriškas,,Kalnų MTB,29 29,"Shimano Altus, 8 greičių Shimano Altus Išorinės",1
294,Dviratis 21 HARO BMX SUBWAY mėlynas,519.01,HARO,CrMo,,,21 20,,
295,Dviratis 26 Classic TEAM LADY 2g baltas,456,CLASSIC,Aliuminis,Vaikams,,26 26,Shimano Tourney TY-300 Shimano Tourney TY-500 7,7 3
296,Dviratis 26 Classic Team 21 g sidabrinis,456,CLASSIC,Aliuminis,Vaikams,,26 26,Shimano Tourney TY-300 Shimano Tourney TY-500 21,21 3
297,"Evolt Dviratis 20"" elektrinis sulankstomas Eovolt Afternoon 250Wh baltas",2249,Evolt,Aliuminis Unisex,,Sulankstomi,20 20,Nėra galinio pavarų perjungėjo Shimano Tourney 7-pavarų Išorinės,1
298,"Dviratis 29"" Bulls LT CX EVO 625Wh vyr. 8g pilkas",3499,Bulls,Aliuminis Vyriškas,Vyrams,Kalnų MTB,29 29,"Shimano Acera, 8 greičių Shimano Acera 85 Išorinės",85 1
299,"Dviratis 28"" Bulls Pulsar Cross trapez 21g pilkas",599.95,Bulls,Aliuminis Moteriškas,Paaugliams,Hibridinis/krosinis,28 28,SHIMANO Tourney RD-TY300 SHIMANO Tourney FD-TY510,3
300,"Dviratis 29"" elektrinis Bulls Allground EVO 500Wh wave 9g mėlynas",3599,Bulls,Aliuminis Vyriškas,,Vieta,29 29,"Shimano Alivio, 9 greičių Shimano Alivio Išorinės",1
301,"Dviratis 29"" elektrinis Tenways AGO X 250Wh vyr. juodas matinis",2398,Tenways,Aliuminis Vyriškas,Vyrams,Hibridinis/Krosinis,29 29,Shimano Deore 10-greičių Shimano 10-greičių Išorinės,1
302,"Dviratis 24"" Pegasus sulankstomas Alu D3A Low 3-G pilka/juoda",749.95,Pegasus,Aliuminis,,,24 24,Vidinės,1
303,"Dviratis 26"" GT Stomper Prime juodas G54301U10",429.90,GT-,Aliuminis,Vaikams,,26 26,,1
304,"Dviratis elektrinis 29"" Bulls VUCA EVO AM 1 Fully 12g pilkas",7699,Bulls,Karboninis Vyriškas,,Kalnų MTB pilnos amortizacijos,29 29,Nėra Elektrinės Vidinės,1
305,"Dviratis 29"" GT AVALANCHE 29 COMP juodas (G27301M20/BLK)",719.90,GT-,Aliuminis,,,29,"microSHIFT ADVENT X RD-M6205GM MicroSHIFT XLE M850, 10-speed",1
306,"Dviratis 29"" GT AVALANCHE 29 SPORT pilkas (G27401M10/GRY)",649.90,GT-,Aliuminis,,,29 29,"MicroSHIFT MEZZO RD-M36L MicroSHIFT MEZZO TS39-29, 9-speed",2
307,"Dviratukas mergaitei Volare Miracle Cruiser 18'' 25,4 cm, baltas",169.40,Volare,Aliuminis 10.0,Vaikams,,18,,
308,EARLY RIDER Seeker 24,709.99,Early Rider,,Vaikams,,24,,
309,Dviratis 20 elektrinis Engwe M20 750Wh dviguba baterija juodas,1299,Engwe,Aliuminis Unisex,,Vieta,20,Shimano 7 pavarų Shimano pavarų perjungimo rankenėlės 7 Išorinės,7 1 priekinė žvaigždė
310,Dviratis 29 LETS MTB pilkas reid,1399,,Aliuminis Unisex,,Kalnų,29,Shimano TY300 7 pavarų L-TWOO 7 pavarų trigeris Išorinės,1
311,"Helkama FE12 jousto -sähköfatbike, musta/keltainen, 15",4659.99,Helkama,,Paaugliams,,,,
312,Dviratis 16 KHE BMX ARSENIC LL mėlynas,429.01,KHE,Aliuminis,,,16 16,,
313,Dviratis 20 elektrinis sulankstomas Lovelec Izar (12AH),1198,Lovelec,Aliuminis Unisex,,Sulankstomi,20,"Shimano Tourney, 7 pavarų Shimano RevoShift Išorinės",1
314,"Dviratis Romet Wagant 1 2024 sidabrinis-mėlynas-19"" / M (Dydis: 19"" / M)",368.90,Romet,"Aliuminis 19"" / M 19 ALLOY",Paaugliams,,27,21,21
315,"Dviratis 28"" Pegasus Avanti 7g wave juodas matinis",649.95,Pegasus,Aliuminis Moteriškas,Paaugliams,Vieta,"28 28""",Shimano Nexus SG-C3001 Shimano Nexus SL-C3000-7 Revo Shifter Vidinės,1
316,Half Human Hermes SFIT-irklavimo treniruoklis,1002.32,HERMES,,,,,,
317,Šalmas,58.02,,,,,,,
318,Spynelė Hi-tec virdulys lock,19.38,Hi-tec,,,,,,
319,Spokey naujos Lady Fit L W fitneso pirštinės SPK-943728,24.55,Spokey,,,,,,
320,Spokey Hikier L W SPK-943724 fitneso pirštinės,28.89,Spokey,,,,,,
321,dviratininko šalmas 92800617495,59.22,,,,,,,
322,City/Gravel bike MMR METRO - Juodas N Sidabrinis - dydis M / 23/2024,1079.99,MMR,,,,,,
323,Dunlop dviračio spyna 1042824,20.31,Dunlop,,,,,,
324,Schwinn 510E programuojamas orbitrekas,1285.20,,,Vaikams,,,,
325,Spokey Strapy 2 49-56 cm Jr dviratininko šalmas 927780,32.57,Spokey,,,,,,
326,Jaunesniojo amžiaus dviratininkų pirštinės 26175-26177,19.61,,,,,,,
327,Tempish Skillet Oro šalmas 102001087,53.63,Tempish,,,,,,
328,Globber daugiaspalvė LED šviesa 522-106 HS-TNK-000009197,20.29,Globber,,Vaikams,,,,
329,Globber Elite Lights Jr šalmas 507-106 HS-TNK-000013848,48.43,Globber,,,,,,
330,Globber Explorer Trike Fuchsia 4-in-1 dviratis 632-110-2 HS-TNK-000013809,174.74,Globber,,,,,,
331,Bėgimo dviratis TCV-T700 HS-TNK-000008332,27.05,,,,,,,
332,Bėgimo dviratis TCV-T700 HS-TNK-000008331,27.05,,,,,,,
333,Body Sculpture treniruoklis BC 1430 Juodas,134.97,Body Sculpture,,,,,,
334,Body Sculpture C1660 V2 magnetinis dviratis,239.22,Body Sculpture,,Vaikams,,,,
335,Spokey Biker 6 Fireman Jr dviratininko šalmas 940656,26.19,Spokey,,,,,,
336,Schwinn Airdyne AD8 100475 oro treniruoklis,2161.09,,anglies,ES,,,,
337,Mountain bike MMR RAKISH SL 00 - TEAM dydis XL / 23/2024,5359.99,MMR,anglies,ES,,,,
338,Mountain bike MMR RAKISH 50 - Juodas N Raudona dydis M / 23/2024,1739.99,MMR,anglies,,,,,
339,Mountain bike MMR RAKISH 00 - Juodas N Raudona - dydis S / 23/2024,2615.99,MMR,,Vaikams,,,,
340,Meteor dviratininko šalmas PNY11 Jr 25240,37.82,,,Vaikams,,,,
341,Spokey Hasbro Pony Jr dviratininko šalmas 941344,33.21,Hasbro,,Vaikams,,,,
342,Globber Emerald Žalias Jr šalmas 505-107,40.23,Globber,,,,,,
343,Radvik Stoot dviratininko šalmas 92800354315,71.43,Radvik,,,,,,
344,Radvik Elvdal dviračių spyna 92800314905,29.23,Radvik,,,,,,
345,Magnetinis dviratis Spokey Raptor 926192,180.88,Spokey,,Vaikams,,,,
346,Globber Jr šalmas 505-110,40.23,Globber,,Vaikams,,,,
347,Globber Neon Rožinė Jr šalmas 506-110,48.43,Globber,,Vaikams,,,,
348,Globber Juodas Jr šalmas 506-120,48.43,Globber,,,,,,
349,Spokey Expert dviratininkų pirštinės XL NY/OR M 941073,29.83,Spokey,,,,,,
350,Globber mokymosi dviratis 3in1 Deluxe 639-200 Pelenų mėlyna daugiafunkcinis dviratis,99.36,Globber,,,,,,
351,Dviratininko šalmas Spokey BMX Ninja r.58-61cm BKnew SPK-943427,39.03,Spokey,,,,,,
352,adidas Tiro SG League futbolo kamuolio apsaugos IQ4041,37.66,Adidas,,,,,,
353,HMS magnetinis orbitinis aparatas H1708-i,744.01,,,,,,,
354,HMS Orbitrek H6512,211.36,,,,,,,
355,Meteor futbolo kamuolio apsauginės juostos 20065-20068,18.44,Futbolo,,,,,,
356,Radvik Stormline dviratininko šalmas 92800319313,53.56,Radvik,,,,,,
357,Radvik dverge JR šalmas 92800407743,38.01,Radvik,,,,,,
358,LED lemputė + garsinis signalas Globber Mini Buzzer 530-106 DE1,28.96,Globber,,,,,,
359,Schwinn Airdyne AD6i oro dviratis 100324,1228.43,,,,,,,
360,Radviko šlako šalmas 92800354326,69.18,,,,,,,
361,IQ Cross The Line Crossi pirštinės W 92800368632,31,CROSS,,Vaikams,,,,
362,Globber Navy Mėlyna Jr šalmas 506-100,48.43,Globber,,Vaikams,,,,
363,Globber Teal Jr šalmas 506-105,48.43,Globber,,Vaikams,,,,
364,Vaikiškas krosinis dviratis ir paspirtukas 2-in-1 Spokey WOO-RIDE MULTI 940907,46.07,Spokey,,,,,,
365,Spokey Ride XL BK/RD M pirštinės SPK-941113,20.54,Spokey,,,,,,
366,Radviko šlako šalmas 92800354335,71.43,,,,,,,
367,Apranga adidas X SG Training IA0845,29.23,Adidas,,,,12,,
368,Spokey Woo Ride Duo krosinis dviratis 940905,84,Spokey,,,,,,
369,LED lemputė + garsinis signalas Globber Mini Buzzer 530-120 DE1,28.96,Globber,,,,,,
370,LED lemputė + garsinis signalas Globber Mini Buzzer 530-110 DE1,28.96,Globber,,,,,,
371,Radvik Siglabag dviračių krepšys 92800308381,29.37,Radvik,,Vaikams,,,,
372,Spokey Penguin Jr šalmas r. 44-48 922204,28.89,Spokey,,,,,,
373,IQ Cross The Line Demon treniruočių pirštinės 92800402520,27.32,CROSS,Aliuminis ALLOY,Vaikams,,24,3,3
374,Dviratis PUKY Skyride 24-3 Alu berry,599.89,Puky,,,,,,
375,Radvik runde W dviratininkų pirštinės 92800356988,25.34,Radvik,,,,,,
376,"dviračio spyna, grandinėlė, apvalus korpusas, Contra 900/10V 0SCN009001006V2YP",42.97,,,,,,,
377,IQ Emmy Wmns W pirštinės,27.32,,Aliuminis 18.9,Moterims,,27.5,7,7
378,Motus MTB,1079.99,Motus,,,,,,
379,Injusa bėgimo motociklas Push Bike,87.01,Injusa,23.2,,,,,
380,"Fiksuotos pavaros dviratis, juodas ir mėlynas, 700c, 59cm",243.26,vidaXL,20.1,,,,,
381,"Fiksuotos pavaros dviratis, baltas ir oranžinis, 700c, 51cm",240.71,vidaXL,,,,,1,1
382,Milly Mally balansinis dviratis RANGER flash pink,101.27,Milly Mally,,Vaikams,,,,Taip
383,Rockbros Vaikiškas dviračio šalmasTT-32SBTG-S dydis S - pilkas,56.06,Rockbros,,,,,,
