,id,title,price,brand,Combined_ekrano_rai,Combined_ekrano_dyd,Combined_ekrano_įs,Combined_ekrano_t,Combined_gps,Combined_vidinė,Combined_svor,Combined_g4g
603,604,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 1TB - Kosminė pilka",1529.99,Apple,,,,,,,,
604,605,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 256GB – Starlight",979.99,Apple,,,,,,,0.680,
605,606,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 128GB – Starlight",859.99,Apple,2000 x 1200,11,11.0,,,128,0.1386 0.3234 0.462 0.762 0.462,
606,607,"iPad Pro 11"" M4 WiFi 2TB with Standard glass - Space Black",2315.99,Apple,1280 x 800,"10,1""","10"" - 10,9",IPS,,64 64,"0,553 1.089",
607,608,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 1TB – mėlyna",1289.99,Apple,,,"10 "" 25,4 cm",,,16,,
608,609,"Planšetė GALAXY TAB S10 ULTRA/14"" 512GB SILV SM-X920 SAMSUNG",1155.99,Samsung,,11.0,11.0,Tandem OLED,,512.0 512,444.0,
609,610,"Samsung Galaxy Tab A9+ Planšetė 11'', 4GB RAM, 64GB ROM, Wi-Fi, Graphite",193.30,Samsung,1640 x 2360,"10,9""","10"" - 10,9","Skystas tinklainės IPS LCD, 500 nitų",,64 GB,"0,477 0.896",
610,611,Planšetė TCL NXTPAPER 11 WiFi 128 GB dark grey,189.99,TCL,1640 x 2360,"10,9""","10"" - 10,9","Skystas tinklainės IPS LCD, 500 nitų",,64 GB,"0,477 0.896",
611,612,"Planšetė Oukitel Planšetė OT6 4/64GB 8000 mAh 10.1"" žalia",111.99,Oukitel,1668 x 2420,"11""","11"" - 11,9","Ultra Retina Tandem OLED, 120 Hz, HDR10, Dolby Vision, 1000 nitų (HBM), 1600 nitų",,256 256,"0,446 0.76",
612,613,Monitorius Allnet ALLNET (Akuvox C319) Touch Ekranas Planšetė DS10 10 col. PoE mit 4GB/16GB Android SIP WLAN,269.99,Allnet,,,12.4,,,,,
613,614,"Planšetė Apple iPad Pro 11"" M4 WiFi 512GB su standartiniu stiklu – Space Black",1409.99,Apple,,,11.0,,,128,,
614,615,"Planšetė Apple iPad 10,9"" Wi-Fi 64GB – mėlyna 10 gen",399.99,Apple,,,,,,,2.090000,
615,616,"Planšetė Apple iPad 10,9"" Wi-Fi 64GB – Pink 10th Gen",407.21,Apple,,,,,,,1.880000,
616,617,"iPad Pro 11"" M4 WiFi + Cellular 256GB with Standard glass - Silver",1409.99,Apple,,,,,,,1.760000,
617,618,"Planšetė GALAXY TAB S7 FE 12.4""/5G 64GB SILV. SM-T736 SAMSUNG",425.99,Samsung,,,,,,,0.850000,
618,619,Planšetė iGET iGET SMART L11 Classic Sidabrinis,189.99,Iget,,,,,,,0.570000,
619,620,"Planšetė Honeywell RT10W, 2D, SR, USB, BT, Wi-Fi, 10 IoT Enterprise",3648.07,Honeywell,,,,,,,1.610000,
620,621,"Planšetė Honeywell EDA10A, 2D, USB-C, BT, Wi-Fi, NFC, Android",1188.76,Honeywell,,,12.0,,,,0.000000,
621,622,"Planšetė Zebra L10 XPAD, 2D, USB, USB-C, BT, Ethernet, Wi-Fi, 5G, NFC, GPS, Win. 10 Pro",4546.27,Zebra,,,10.1,,,,,
622,623,"Planšetė Zebra ET56, USB, BT, Wi-Fi, 4G, NFC, GPS, Android",1790.20,Zebra,,,"11""",,,128 128,500,Integruota Integruota
623,624,"Planšetė Zebra ET45, 2D, SE4710, USB, USB-C, BT, 5G, NFC, GPS, Android, GMS",985.36,Zebra,,,14.6,,,256,,
624,625,"Planšetė Zebra L10 XSLATE, USB, USB-C, BT, Ethernet, Wi-Fi, NFC, Win. 10 Pro",3770.33,Zebra,,,10.4,,,128,,
625,626,"Zebra Rugged Planšetė, ET80, 12"" QHD",3274.44,Zebra,,,13.0,,,,,
626,627,Planšetė iGET UMIDIGI G2 Tab modrá,85.99,Iget,,,12.4,,,512,0.88,
627,628,"Planšetė Planšetinis Kompiuteris - Ulefone Tab A11 Pro 8+128gb 11"" LTE Kosminė Pilka.",219.99,Ulefone,,,8.7,,,64,,
628,629,"Planšetė Samsung X926B Galaxy Tab S10 Ultra 5G Moonstone Pilkas 14,6"" / Octa-Cora / 12GB RAM / 256GB Atmintis",1529.99,Samsung,,,"12.4 "" 31,5 cm",,,256,,
629,630,"Planšetė Samsung Galaxy Tab S6 Lite 10.4"" 128 GB 4G Pilka (SM-P625NZAEEUB)",375.99,Samsung,,,,,,,0.8 700 g,
630,631,Planšetė „Microsoft Surface Pro Flex“ klaviatūra su rašikliu – mėlyna,405.99,Microsoft,1920 x 1200,"10,5""","10"" - 10,9",IPS,,128 128,"0,500 0.993",
631,632,"Planšetė Samsung X820N Galaxy Tab S10+ Wi-Fi Moonstone Pilkas 12,4"" / Octa-Cora / 12GB RAM / 512GB Atmintis",1245.99,Samsung,,,"15.6 "" 39,6 cm",,,64,,
632,633,"Planšetė Samsung Galaxy Tab A9 64GB LTE Sidabrinė 8,7"" / WUXGA ekranas / aštuonių branduolių / 4 GB RAM / 64 GB Atmintis / Android 13.0.",209.99,Samsung,,,10.6,,,128,0.84 480 g,
633,634,"Planšetė Samsung S9+ X816 5G 12 GB RAM 12,4 256 GB",1087.92,Samsung,,,"14.6 "" 37,1 cm",,,512,,
634,635,"Planšetė Planšetinis Kompiuteris - Samsung Galaxy Tab Active 4 Pro 128GB 10.1"" Juodas",855.99,Samsung,,,"11 "" 27,9 cm",,,64,,
635,636,Planšetė BLOW PlatinumTAB11 4G planšetinis kompiuteris + dėklas,168.39,Blow,1920 x 1200,"11""","10"" - 10,9",IPS 90Hz,,128 128,"0,465 0.8",
636,637,"Planšetė Allnet ALLNET Windows PoE Planšetė 15,6 col. Touch 8GB/128GB",715.99,Allnet,1920 x 1200,"10,1""","10"" - 10,9",IPS,,64 64,"0,460 0.75",
637,638,"Planšetė Lenovo M10 Plus (3rd Gen) 10,6 Qualcomm Snapdragon 680 4 GB RAM 128 GB Pilka",209.99,Lenovo,,,"8 "" 20,3 cm",,,16,,
638,639,"Planšetė Samsung S9 ULTRA X916 5G 12 GB RAM 14,6 Pilka Grafito 512 GB",1559.99,Samsung,,"27,9 cm (11,0 colio)",11.0,,,128,498 g,
639,640,Planšetė Samsung Galaxy Tab A9+ X216 5G 11.0 4GB RAM 64GB - Sidabrinis,249.99,Samsung,,,14.6,,,,,
640,641,Planšetinis kompiuteris Lenovo Tab M11 4GB RAM/ 128GB/ Pilkos spalvos (Luna Grey) + Lenovo® Tab Pen,154.66,Lenovo,1280x800,"10.92""",,IPS LCD,,128 GB,"0,4 kg 0,54 kg 0,4 kg 0,4 kg",
641,642,"Planšetė TAB M10 3GEN 10"" 4/64GB/LTE ST.Pilkas ZAAF0067PL LENOVO",149.72,Lenovo,,,"12.4 "" 31,5 cm",,,128,,
642,643,Monitorius Allnet ALLNET Touch Ekranas Planšetė 8 col. PoE mit 2GB/16GB RK3566 Android 11 Unterputzdose,269.99,Allnet,,,"11""",,,256 256,996.7,Integruota Integruota
643,644,"Planšetė Samsung X710N Galaxy Tab S9 Wi-Fi 128GB (smėlio spalvos) + klaviatūros dangtelis 11"" WQXGA ekranas / Octa-Cora / 8GB RAM / 128GB Atmintis / Android 13.0 + Samsung Ke",925.99,Samsung,1920 x 1200,"11""","11"" - 11,9",IPS,,256 256 GB,"0,515 1.299",
644,645,Planšetė Samsung Galaxy Tab S10 Ultra 5G 12/256GB SM-X926B Gray,1153.16,Samsung,2560 x 1600,"12,4""","12"" - 12,9","IPS LCD, 90Hz",,128 128 GB,"0,627 0.95",
645,646,"Planšetė Blackview Tab 90, 8GB/128GB, 11-inch HD IPS 800x128, Octa-core, 8MP Front/13MP Back Camera, Baterija 8200mAh, Type-C, Android 14, Dual SIM, SD card slot, Gray",179.99,Blackview,,,"10,1''",,,128 128,484,Integruota Integruota
646,647,Planšetė Samsung Galaxy TAB S9 FE+ WiFi lavender,849.99,Samsung,,,"15,6''",,,,3.7,Ne Ne
647,648,"Planšetė Oukitel RT8 5G -tabletti, 256/12 Gt, musta",329.99,Oukitel,,,"12.4 "" 27,7 cm",,,128,,
648,649,Oukitel Planšetė OT8 6/256GB 8800 mAh 11'' 2K žalia,209.99,Oukitel,,,"8 "" 20,3 cm",,,32,,
649,650,"Samsung Planšetė Galaxy Tab S9 FE+ 12,4"" 128 GB Violetinė (SM-X610NLIAEUB)",895.99,Samsung,1280 x 720 (HD),,5,,,32,,
650,651,"Blackview Planšetė TAB 80 LTE 8/128GB 7680 mAh 10,1 cala pilka",179.99,Blackview,,13.0,13.0,IPS,,256.0 256,617.0,
651,652,BOSTO Graphic Planšetė BT-16HD PRO,369.99,Bosto,1200x2000,"11.5""",11.5,IPS LCD,,256 GB,"1,4 kg 528 g 1,4 kg 0,7 kg",
652,653,"Planšetė Tabletė Samsung Galaxy Tab S7 FE 12.4 ""128 GB 5G monetų kalykla (SM-X510NLGAEUB)",588.59,Samsung,,,10.9,,,128,,
653,654,Planšetė CROSSCALL T5 8 LTE Qualcomm Snapdragon 665 Juoda 32 GB 8 3 GB RAM,665.99,Crosscall,,"37,0 cm (14,6 colio)",14.6,,,256,728 g,
654,655,"Planšetė Zebra WWAN - SINGLE-WAN, GMS, SE4100, NFC, 3GB/32GB, 13 MP, RFC, NO FFC, 2-PIN CONNECTOR, EXTENDED BATTERY, ROW",729.99,Zebra,,,,,,,,
655,656,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 256GB – violetinė",1055.99,Apple,1920 x 1200 (WUXGA),,10 10.0,,,64 64,,
656,657,"Planšetė TAB MEGA1 11"" 256GB LTE/TAB MEGA1 Mėlynas BLACKVIEW",319.99,Blackview,1640 x 2360,"10,9""","10"" - 10,9","Skystas tinklainės IPS LCD, 500 nitų",,64 64 GB,"0,481 0.896",
657,658,"Planšetė Tabletė Samsung Galaxy Tab S7 FE 12.4 ""128 GB 5G Sidabrinis (M- X516BZSAEUB)",640.20,Samsung,,8,8.0,,,32 32,"0,50000",taip taip
658,659,"Planšetė Samsung TAB S8 ULTRA X900 14,6 12 GB RAM 256 GB",1503.64,Samsung,1200 x 1920,"11""","10"" - 10,9",IPS,,256 GB,"0,503 1.34",
659,660,"Apple Magic klaviatūra, skirta iPad Pro 11"" (M4) - RUS",339.99,Apple,,,10.1,,,64 GB,,"2G GSM 850/900/1800/1900MHz ,3G WCDMA 900/2100MHz, 4G FDD-LTE 800/1800/2100/2600MHz 2G GSM 850/900/1800/1900MHz ,3G WCDMA 900/2100MHz, 4G FDD-LTE 800/1800/2100/2600MHz"
660,661,"Planšetė Zebra Zebra ET40 Qualcomm Snapdragon 64 GB 25,6 cm (10.1"") 4 GB Wi-Fi 6 (802.11ax) Android 11 Juodas",905.99,Zebra,,,,,,,2.360000,
661,662,"Planšetė Apple iPad 10,9"" Wi-Fi + Cellular 64GB – Geltona 10th Gen",583.89,Apple,,,,,,,2.040000,
662,663,"Planšetė Tabletė Umax VizonBook 8C LTE 8 ""32 GB 4G LTE Juodas (UMM240801)",107.99,Umax,,,,,,,1.640000,
663,664,"Planšetė TAB16 PRO 11"" 256GB LTE/TAB 16 PRO PURPLE BLACKVIEW",179.99,Blackview,,,12.7,,,128,,
664,665,"Blow Planšetė 10.1"" 4G LTE 4/64GB 7000 mAh WIFI GPS CASE SET MOUSE STYLUS PLANŠETĖ",239,Blow,,9,9.0,,,32 32,"0,77000",
665,666,"Planšetė Zebra XSLATE L10, USB, USB-C, BT, Ethernet, Wi-Fi, NFC, GPS, Win. 10",3850.52,Zebra,,,"10.1 "" 25,6 cm",,,32,,
666,667,"Planšetė Honeywell RT10A, 2D, USB, BT, Wi-Fi, NFC, Android, GMS, ext. bat.",3938.25,Honeywell,,,,,,,,
667,668,"Planšetė Zebra ET80, USB, USB-C, BT, Wi-Fi, NFC, Win. 10 Pro",3718.94,Zebra,,,,,,,0.000000,
668,669,"Planšetė Lenovo Tab | P12 TB372FC | 12.7 "" | Sage | 2944x1840 pikselių | Mediatek | Dimensity 7050 | 8 GB | Soldered LPDDR4X | 128 GB | Wi-Fi | Front camera | 13 MP | Rear camera | 8 MP | Bluetooth | 5.1 | Android | 13",409.99,Lenovo,,,,,,,1.52,
669,670,Planšetė Lenovo Tab M9 3GB 32GB pilkas,126.99,Lenovo,,11,11.0,IPS,,256,"0,85000 506",taip taip
670,671,"Amazon - Fire Planšetė HD 10,1"" Plus 32GB 11th Gen",183.91,Amazon,,,,,,,0.770000,
671,672,"Planšetė Lenovo TAB M10 TB-X306F 10,1"" Octa Core 2 GB RAM 32 GB",207.07,Lenovo,,"10,1",10.1,IPS,,128,"1,00000 514",
672,673,Zebra RUGGED Planšetė L10 NFC WWAN,2753.96,Zebra,,,"12.3 "" 31,2 cm",,,128,,
673,674,"Planšetė Nešiojamas kompiuteris Microsoft Surface Pro 10 Commercial, tablet PC (platinum, Windows 11 Pro, 256 GB SSD, 32 GB RAM, Intel Core Ultra 5)",2162.99,Microsoft,,,,,,,,
674,675,Planšetė Doogee MPN,205.99,Doogee,,,,,,,,
675,676,"Planšetė Honeywell EDA71 N6703, 2D, BT, Wi-Fi, 4G, Android",1194.57,Honeywell,,,,,,128,,
676,677,Planšetė Doogee MPN,104.99,Doogee,,,"10,4''",,,64 64,465,Ne Ne
677,678,"TERRA PAD 1200 12,3"" IPS/6GB/128GB/LTE/Android 12 - Planšetė - 2 GHz",365.99,Terra,1920 x 1200,"10,1""","10"" - 10,9",IPS,,128,"0,415 0.8",
678,679,"Apple Magic klaviatūra, skirta iPad Pro 11"" (M4) - RUS balta",359.99,Apple,,,11.0,,,128,,
679,680,"Apple Magic klaviatūra, skirta iPad Pro 13"" (M4) - RUS",409.99,Apple,3000 x 1876,,14.5 14.5,,,12 GB 256,2.4 740,
680,681,Planšetė Samsung Galaxy Tab A9 LTE (128GB) - Navy,349.99,Samsung,,,10.9,,,128,,
681,682,Samsung Planšetė Galaxy Tab S6 Lite P620 10.4 cali Wifi 4GB / 64GB Pilka,425.99,Samsung,,,4.0 8.66 cm,,,8,,
682,683,Planšetė Techbite SmartBoard 10 II WiFi + klaviatūra,215.99,Techbite,,,,,,,2.76,
683,684,"Planšetinis Kompiuteris - Lenovo Tab M11 4G, 128 GB, 11""",209.99,Lenovo,,,21.0,,,,4.7,
684,685,"Planšetė LENOVO TAB EXTREME 14,5"" 3K (3000X1876) OLED 400NITS (TYP) / ANTI-FINGERPRINT, 120HZ / 12GB / 256GB / WIFI / ANDROID13 / 12300MAH (STORM Pilkas) + TLENOVOVABICIOLREEX + LENOVO PREVOTABS3F",179 €,,,"10,1",10.1,IPS,,6 256,"1,00000 1200",taip taip
685,686,"Lenovo TB330FU 10.9"" Planšetė 8GB / 128GB",255.99,Lenovo,,"12,4",,Dinaminis AMOLED 2X,,512,"0,70000 571",
686,687,Monitorius Allnet ALLNET Touch Ekranas Planšetė 4 col. mit 1GB/8GB RK3128 Android 7.1(220V Version),185.99,Allnet,2000 x 1200,"10,4""","10"" - 10,9",IPS,,128 128,"0,440 0.74",
687,688,"Planšetė Oukitel RT7 Titan 5G -tabletti, 256/12 Gt, musta",485.99,Oukitel,,,,,,,1.529,
688,689,"ALLNET Touch Ekranas Planšetė 21 col. PoE mit 8GB/64GB RK3568 Android 13,PrimeOne-210",475.99,Allnet,1280x800,"11.0""",,IPS LCD,,256 GB,"0,65 kg 0,535 kg 0,65 kg",
689,690,Planšetė Doogee MPN,209.99,Doogee,,"10,95",10.95,,,128,"0,71000",taip taip
690,691,"Planšetė GALAXY TAB S10+/12"" 512GB SILV SM-X820 SAMSUNG",1045.99,Samsung,,,,,,,,
691,692,"Planšetė Huawei MatePad SE 11"" WiFi 6/128GB pilka + ""M-Pen Lite"" Stylus",195.99,Huawei,,8,8.0,TFT,,128 128,"0,50000 433",
692,693,Planšetė Microsoft Surface Pro 11Gen. Copilot+ PC / C12/16/1TB W11Pro Juodas,1955.99,Microsoft,800 x 1280,"10,1""","10"" - 10,9",IPS,,64 64 GB eMMC 5.1,"0,520 0.965",
693,694,"Planšetė Oukitel OT12 11"" 4GB 256GB 4G Pilkas OT12-GY/OL",169.99,Oukitel,2000 x 1200,"12,0""","12"" - 12,9",IPS,,256 256 GB,"0,560 1.378",
694,695,Planšetė UMAX VisionBook 11T LTE Pro,189.99,Umax,,,11.0,,,,915 500,
695,696,"Zebra ET80 - Robust - Planšetė - Core i5 1140G7 / 1.8 GHz - vPro - Win 10 Pro 64-Bit - Iris Xe Graphics - 16 GB RAM - 256 GB SSD - 30.5 cm (12"") Jutiklinis ekranas 2160 x 1440 (QHD) - NFC, Wi-Fi 6",3985.99,Zebra,1024 x 600,"10,1""","10"" - 10,9",,,16 16,0.753,
696,697,"Planšetė GALAXY TAB ACTIVE5 8""/128GB WIFI GR SM-X300 SAMSUNG",239.99  €,,1920 x 1200 (WUXGA),,10 10.1,,,64 64,,
697,698,"Planšetė TAB70 10"" 4/64GB/TAB70 WIFI GRAY BLACKVIEW",100.96,Blackview,,,12.7,,,256,,
698,699,"Planšetė Oukitel OT5 12 colių 12/256 GB, Mėlynos spalvos",273.94,Oukitel,,,,,,,1.630000,
699,700,"Teclast Planšetė P50 11"" 6/128 GB WIFI (mėlyna)",149.99,Teclast,,,12.1,,,256,,
700,701,Planšetė Denver TAQ-10463 10.1/16GB/2GB/WI-FI/Android10GO/Juodas,93.99,Denver,,,,,,,0,
701,702,"Planšetė Zebra ET45, 10"", 5G, WIFI6, SE4710, 4GB/64GB, ANDROID GMS, ROW",1069.99,Zebra,,,,,,,,
702,703,"Planšetė Lenovo Tab | P12 TB370FU | 12.7 "" | Storm Pilkas | 2944 x 1840 pikselių | MediaTek Dimensity 7050 | 8 GB | Soldered LPDDR4x | 256 GB | Wi-Fi | Front camera | 13 MP | Rear camera | 8 MP | Bluetooth | 5.1 | Android | 13 | Garantija 24 mėn.",409.99,Lenovo,,,10.1,,,64,0.785 460 g,
703,704,"Planšetė Zebra L10 XSLATE, USB, USB-C, BT, Ethernet, Wi-Fi, 5G, NFC, GPS, Win. 10 Pro",4267.97,Zebra,,"12,7",12.7,LTPS,,8,"1,00000 615",
704,705,"Planšetė - Honor Pad 9 8+256GB WiFi 12.1"" Gray",309.99,Honor,,"12,1",,IPS,,128,"0,50000 571",
705,706,BOSTO Graphic Planšetė BT-12HDT (1920x1080),309.99,Bosto,800 x 1280,"11""","11"" - 11,9",IPS,,128 128,"0,524 1.205",
706,707,Planšetė TCL NXTPAPER 14 WiFi Pilka + Dėklas + Rysik,459.99,TCL,,,"5.0 12,7 cm",,,16,,
707,708,Planšetė Lenovo Tab M10 (3rd Gen) T610 4GB RAM 64GB LTE - Storm Pilkas,175.99,Lenovo,,,"11""",,,1 1024,462,Integruota Integruota
708,709,Planšetė Lenovo MPN,419.99,Lenovo,,11.0,11.0,IPS,,1024.0 1024,462.0,
709,710,Planšetė Xiaomi MPN,319.99,Xiaomi,,11.0,11.0,IPS,,1024.0 1024,462.0,
710,711,Oukitel Planšetė OT11 11 cali 4/128GB 8000 mAh 2K juoda,159.99,Oukitel,,9,9.0,,,64 64,"1,00000",
711,712,Planšetė Allnet ALLNET Touch Ekranas Planšetė 5 col. PoE mit 2GB/16GB RK3566 Android 11,269.99,Allnet,1640 x 2360,"10,9""","10"" - 10,9","Skystas tinklainės IPS LCD, 500 nitų",,64 64 GB,"0,481 0.896",
712,713,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 1TB – mėlyna",1455.99,Apple,,13.0,13.0,Tandem OLED,,256.0 256,582.0,
713,714,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 1TB – Starlight",1289.99,Apple,2960 x 1848,"14,6",,,,512 GB,0.2640 0.6160 0.88 0.88 0.88,Taip Taip
714,715,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 1TB – violetinė",1289.99,Apple,,,12.0,,,,,
715,716,Planšetė Lenovo Tab M9 LTE 4GB 64GB pilkas,169.99,Lenovo,,,,,,,,
716,717,"Planšetė Apple iPad 10,9"" Wi-Fi + Cellular 64GB – Blue 10th Gen",562.75,Apple,1280x800,"10.1""",,IPS LCD,,128 GB,"0,6 kg 0,538 kg 0,6 kg 0,53 kg",
717,718,"Planšetė Apple iPad Pro 13"" M4 WiFi + Cellular 256GB su standartiniu stiklu – sidabrinė",1739.99,Apple,,13.0,13.0,Tandem OLED,,256.0 256,582.0,
718,719,Planšetė Samsung Galaxy Tab S10 Ultra 5G 12/512GB SM-X926B Gray,1599.99,Samsung,,,8.0,,,64,870 460,
719,720,"Oukitel Planšetė ot5 12/256gb 11000 mah 12"" juoda",339.99,Oukitel,,,"11""",,,2 2048,446,Integruota Integruota
720,721,"Planšetė Blackview Tab 3 Kids, Rožinė, 7-inch HD 1024*600, 7731E Quad-core 1.3GHz, Front 0.3MP; Rear 2MP Camera, 2GB/32GB, 3280mAh battery, Doke 3.0 Go (Android 13), WiFi version, 802.11 b/g/n(2.4GHz), Bluetooth",81.99,Blackview,,,"12.4 "" 31,5 cm",,,128,,
721,722,"Planšetė Blackview Tab 60 WiFi 4GB/128GB, 10.1-inch HD IPS 800x1340, Octa-core 1,8GHz, 5MP Front/8MP Back Camera, Baterija 5100mAh, USB Type-C, Android 14, Žalias",120.99,Blackview,,,14.6,,,,,
722,723,"Planšetė Apple iPad Pro 13"" M4 WiFi + Cellular 256GB su standartiniu stiklu – Space Black",1739.99,Apple,,,8.7,,,64,,
723,724,"Planšetė Teclast P85TKids 8"" planšetinis kompiuteris 4/64 GB WIFI (mėlynas)",94.14,Teclast,,,"11""",,,256 256,996.7,Integruota Integruota
724,725,"iPad Pro 11"" M4 WiFi + Cellular 2TB with Standard glass - Silver",2555.99,Apple,800 x 480,"7,0""","7"" - 7,9",TFT,,4 4,"0,275 0.5",
725,726,"Samsung Planšetė Galaxy Tab S9 FE+ 12,4"" 128 GB Sidabrinis (SM-X610NZSAEUB)",859.99,Samsung,,,1.0,,,,,
726,727,"Planšetė Samsung X926B Galaxy Tab S10 Ultra 5G Moonstone Pilkas 14,6"" / Octa-Cora / 16GB RAM / 1TB Atmintis",2155.99,Samsung,,,10.95,,,,1.07 493 g,
727,728,"Planšetė Tabletė Samsung Galaxy Tab A9 8.7 ""64 GB Sidabrinis (SM- X110NZSAEUB)",147.99,Samsung,,,8.0,,,32,0.71 320 g,
728,729,Planšetinis Kompiuteris - Oukitel Rt8 6/256GB Oranžinė,298.91,Oukitel,,,11.0,,,128,,
729,730,Planšetė KidsTAB7 BLOW mėlynas dėklas 2/32GB 2MP,64.99,Blow,,,,,,,0.555 375 g,
730,731,Planšetė OnePlus Pad 2 12.1 12GB RAM 256GB WiFi with Folio Case - Nimbus Pilkas,502.80,OnePlus,,,"7 "" 17,8 cm",,,,,
731,732,Planšetė - Chuwi E10 Snapdragon 685 8GB 128GB,199.99,Chuwi,,,11.5,,,128,0.84 520 g,
732,733,"Planšetinis Kompiuteris - Lenovo Tab M8 32 GB 20,3 Cm (8"") Mediatek 3 GB Wi-Fi 5 (802.11ac) Android 12 Pilkas",118.99,Lenovo,,,11.0,,,,,
733,734,"Planšetė TAB M11 11"" LTE/8/128GB Pilkas ZADB0324PL LENOVO",235.99,Lenovo,,,,,,,1.06 650 g,
734,735,"Planšetė Planšetinis Kompiuteris - Xiaomi Redmi Pad SE 8.7"" 4G 4+128GB Grafito Pilkas",143.99  €,,,,,,,,,
735,736,Planšetė Allnet ALLNET Professionel Touch Ekranas Planšetė 7 col. Metal Housing PoE Android 8.1 LTE,509.99,Allnet,,,,,,,,
736,737,"Planšetė Lenovo ZABF0395ES 11,5 MediaTek Helio G99 4 GB RAM 128 GB Pilka",219.99,Lenovo,,,,,,,0.3,
737,738,Planšetė Samsung Galaxy Tab A9+ 11.0 128GB tamsiai mėlyna (X210),245.99,Samsung,,11.0,11.0,IPS,,512.0 512,462.0,
738,739,"Planšetė TAB PLUS 11""/8/128GB ZADX0080PL LENOVO",279.99,Lenovo,,,"15 "" 38,1 cm",,,16,,
739,740,Planšetė HUAWEI Matepad 128GB 6RAM Wi-Fi pilka,385.99,Huawei,,,11.0,,,,0.85700000,
740,741,Planšetė Samsung Tab S9 FE+ 128GB Wi-Fi DE pilka,825.99,Samsung,,13.0,13.0,Tandem OLED,,1024.0 1024,582.0,
741,742,"Planšetė Xiaomi Redmi Pad Pro 12.1"" 256 GB Grafitowy (56190)",329.99,Xiaomi,,,"10 "" 25,6 cm",,,64,,
742,743,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 512GB – Starlight",1219.99,Apple,1280x800,"10.92""",,IPS LCD,,128 GB,"0,4 kg 0,54 kg 0,4 kg 0,4 kg",
743,744,"Allnet ALLNET Touch Ekranas Planšetė 15 col. PoE mit 4GB/16GB, RK3566 Android 11 juodas",339.99,Allnet,1280x800,"10.1""",,,,64 GB,"0,5 kg 0,484 kg 0,5 kg 0,5 kg",
744,745,Planšetė Samsung Galaxy Tab S9 1 TB 256 GB,1329.99,Samsung,1280x800,"10.1""",,,,64 GB,"0,5 kg 0,484 kg 0,5 kg 0,5 kg",
745,746,"Planšetė Apple iPad Pro 13"" M4 WiFi + Cellular 1TB su standartiniu stiklu – sidabrinė",2429.99,Apple,,,10.4,,,64,,
746,747,"Planšetė Ordissimo ORDISSIMO ART0418 tablet 4G 64 GB 25,6 cm (10.1"") 4 GB Wi-Fi 5 (802.11ac) Android 10 Juodas",319.99,Ordissimo,,11.0,11.0,IPS,,1024.0 1024,462.0,
747,748,"Planšetė Blackview Tab 90, 8GB/128GB, 11-inch HD IPS 800x128, Octa-core, 8MP Front/13MP Back Camera, Baterija 8200mAh, Type-C, Android 14, Dual SIM, SD card slot, Mėlyna",179.99,Blackview,,,"11""",,,1 1024,462,Integruota Integruota
748,749,"Planšetė Blackview Tab 80 Kids 4GB/64GB, 10.1-inch HD+ 800x1280 IPS, Quad-core, 8MP Front/13MP Back Camera, Baterija 7680mAh, Type-C, WiFi +BT, Android 14, SD card slot, Mėlyna",165.99,Blackview,,,,,,,,
749,750,"Planšetė Blackview Tab 80 Kids 4GB/64GB, 10.1-inch HD+ 800x1280 IPS, Quad-core, 8MP Front/13MP Back Camera, Baterija 7680mAh, Type-C, WiFi +BT, Android 14, SD card slot, Rožinė",165.99,Blackview,,,11.5,,,256,,
750,751,Planšetė Samsung Galaxy Tab S6 Lite 2024 10.4 64GB 4G LTE rožinis (P625) rysik S-Pen,329.99,Samsung,,,"11.5 "" 29,2 cm",,,128,,
751,752,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 1TB - Kosminė pilka",1289.99,Apple,1920x1200,"11.0""",10.0,IPS LCD,,256 256 GB,"0,93 kg 0,512 kg 0,93 kg 0,512 kg",
752,753,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 1TB – Starlight",1455.99,Apple,1920x1200,"11.0""",10.0,IPS LCD,,256 256 GB,"0,93 kg 0,512 kg 0,93 kg 0,512 kg",
753,754,"Planšetė Samsung SM-X610NZAAEUB tablet 128 GB 31.5 cm (12.4"")",745.99,Samsung,,,,,,,,
754,755,"Planšetė Huawei MatePad 11,5"" PaperMatte WiFi 8/256GB pilka + rysik",349.99,Huawei,,,10.0,,,,,
755,756,Planšetė Lenovo TAB P11 2nd Gen (TB350XU) 6/128GB LTE (ZABG0184PL) su klaviatura pilka,358.90,Lenovo,,13.0,13.0,Tandem OLED,,2048.0 2048,582.0,
756,757,"Planšetė TAB9 WIFI 10"" 256GB/TAB 9 WIFI Rožinis BLACKVIEW",199.99,Blackview,,,"10.5 "" 26.67 cm",,,256,,
